,context_annotations,created_at,id,public_metrics,entities,text
0,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",2020-12-31T16:32:41.000Z,1344682903054258177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 38, 'end': 53, 'probability': 0.7987, 'type': 'Organization', 'normalized_text': 'Republican party'}, {'start': 93, 'end': 97, 'probability': 0.9927, 'type': 'Person', 'normalized_text': 'Trump'}]}","Prediction:  Now that the core of the Republican party is blue collar workers, and they (and Trump) have moved the party economically left, the 2024 Republican candidate will probably support unions and minimum wage, to appease the new base."
1,,2020-12-31T16:28:25.000Z,1344681830067404800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/D0VQJEGwmp', 'expanded_url': 'https://www.amazon.com/10-Less-Democracy-Should-Elites/dp/1503603571/', 'display_url': 'amazon.com/10-Less-Democr…'}]}",Anyone read this book?  Looks interesting.  https://t.co/D0VQJEGwmp
2,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '877341717455749120', 'name': 'Ben Sasse', 'description': 'Senator Ben Sasse (NE)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '877341717455749120', 'name': 'Ben Sasse', 'description': 'Senator Ben Sasse (NE)'}}]",2020-12-31T16:28:15.000Z,1344681786694053890,"{'retweet_count': 1755, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 12, 'username': 'SenSasse'}], 'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/z8niiPle3q', 'expanded_url': 'https://www.facebook.com/SenatorSasse/posts/3517705981660655', 'display_url': 'facebook.com/SenatorSasse/p…'}]}",RT @SenSasse: Why I Will Not Participate in a Project to Overturn the Election: https://t.co/z8niiPle3q
3,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",2020-12-30T14:50:00.000Z,1344294672349483009,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","{'annotations': [{'start': 42, 'end': 46, 'probability': 0.9989, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 104, 'end': 108, 'probability': 0.9986, 'type': 'Person', 'normalized_text': 'Trump'}], 'urls': [{'start': 188, 'end': 211, 'url': 'https://t.co/9k4yGreW5U', 'expanded_url': 'https://thehill.com/homenews/campaign/532042-georgia-signature-audit-finds-no-fraud-in-presidential-election', 'display_url': 'thehill.com/homenews/campa…'}]}",GA does the signature matching audit that Trump claimed would find massive fraud.  It found not fraud.  Trump continues to lose bigly.  Definitely setting records for failure and losing.  https://t.co/9k4yGreW5U
4,,2020-12-29T21:32:14.000Z,1344033510806401026,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 9, 'username': 'droskill'}]}",@droskill My workflow relies heavily on external monitors.  I can't work on laptop screens.  So I try to connect to external ones wherever I go
5,,2020-12-29T20:47:30.000Z,1344022253130887174,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 9, 'username': 'droskill'}]}","@droskill I carry 3.  One is a USB hub, one extender, and one that does HDMI and VGA.  That covers me most of the time, but, it doesn't work as well, particularly for external monitors, using all the connectors."
6,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10029202045', 'name': 'Facebook'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597251964928', 'name': 'Car Rental/Sharing'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040709681', 'name': 'Uber'}}]",2020-12-29T20:45:52.000Z,1344021841397096451,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 8, 'quote_count': 0}","{'annotations': [{'start': 52, 'end': 61, 'probability': 0.73, 'type': 'Place', 'normalized_text': 'Burlingame'}, {'start': 101, 'end': 114, 'probability': 0.8069, 'type': 'Place', 'normalized_text': 'Silicon Valley'}, {'start': 235, 'end': 238, 'probability': 0.7143, 'type': 'Organization', 'normalized_text': 'Uber'}, {'start': 241, 'end': 248, 'probability': 0.494, 'type': 'Product', 'normalized_text': 'Facebook'}, {'start': 251, 'end': 255, 'probability': 0.5985, 'type': 'Organization', 'normalized_text': 'Apple'}, {'start': 262, 'end': 267, 'probability': 0.6958, 'type': 'Product', 'normalized_text': 'Google'}], 'urls': [{'start': 270, 'end': 293, 'url': 'https://t.co/X5qfF2zSoR', 'expanded_url': 'https://twitter.com/rabois/status/1344007284704210944', 'display_url': 'twitter.com/rabois/status/…'}]}","In 2015 after selling Backupify I rented a house in Burlingame for the summer and planned to move to Silicon Valley.  Most of the VCs I spoke with that summer said don't do it.  The main reason was difficulty  hiring talent because of Uber, Facebook, Apple, and Google. https://t.co/X5qfF2zSoR"
7,,2020-12-29T16:13:52.000Z,1343953390452281349,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 14, 'username': 'lolitataub'}], 'urls': [{'start': 18, 'end': 41, 'url': 'https://t.co/kohMcLIaHd', 'expanded_url': 'https://twitter.com/christenobrien/status/1343587319698223104', 'display_url': 'twitter.com/christenobrien…'}]}",RT @lolitataub: 😂 https://t.co/kohMcLIaHd
8,,2020-12-29T16:13:36.000Z,1343953324471709701,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 14, 'quote_count': 0}","{'annotations': [{'start': 5, 'end': 9, 'probability': 0.6297, 'type': 'Organization', 'normalized_text': 'Apple'}]}",Dear Apple.  Having to carry a bunch of extra adapters with me everywhere is not the paragon of simplicity and usability.  It's the paragon of annoying.
9,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847544972781826048', 'name': 'Careers', 'description': 'Careers'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '961961812492148736', 'name': 'Recruitment', 'description': 'Recruitment'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046567715022856192', 'name': 'Venture capital', 'description': 'Venture Capital'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '809849114074546176', 'name': 'Dwyane Wade'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '60', 'name': 'Athlete', 'description': 'An athlete in the world, like Serena Williams or Lionel Messi'}, 'entity': {'id': '809849114074546176', 'name': 'Dwyane Wade'}}]",2020-12-29T14:33:21.000Z,1343928094319665159,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 10, 'username': 'rabois'}], 'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/bZ7LnLGKCW', 'expanded_url': 'https://twitter.com/RamiReyesVC/status/1343553728314531840', 'display_url': 'twitter.com/RamiReyesVC/st…'}]}",RT @rabois: Everyday we will have new recruits.  Wait until you see what is in store for January! https://t.co/bZ7LnLGKCW
10,,2020-12-29T13:25:55.000Z,1343911124253741057,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uhur9X59lH', 'expanded_url': 'http://coconutheadsets.com/2020/10/are-there-diseconomies-of-network-scale/', 'display_url': 'coconutheadsets.com/2020/10/are-th…'}]}",https://t.co/uhur9X59lH
11,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10027232467', 'name': 'Microsoft'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042394749', 'name': 'Medium'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '10043689827', 'name': 'Microsoft OneNote'}}]",2020-12-29T13:25:22.000Z,1343910986319884289,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'annotations': [{'start': 34, 'end': 40, 'probability': 0.6604, 'type': 'Product', 'normalized_text': 'OneNote'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'mrlubos'}], 'urls': [{'start': 238, 'end': 261, 'url': 'https://t.co/mhZjAwevdR', 'expanded_url': 'http://marginalrevolution.com', 'display_url': 'marginalrevolution.com'}]}","@mrlubos I have about 50 blogs in OneNote that I go to a few times a week.  I also search Medium weekly, and read Hacker News regularly.  Plus I read a dozen paper periodicals I get, which have different stuff than online sometimes.  But https://t.co/mhZjAwevdR is my favorite info source."
12,,2020-12-29T11:54:36.000Z,1343888145801220096,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 8, 'username': 'mrlubos'}]}",@mrlubos I read a ton of stuff in general.
13,,2020-12-28T22:00:39.000Z,1343678275810418688,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","{'urls': [{'start': 119, 'end': 142, 'url': 'https://t.co/15nbhbqrkg', 'expanded_url': 'https://www.econ.uzh.ch/static/wp/econwp353.pdf', 'display_url': 'econ.uzh.ch/static/wp/econ…'}]}","If ""immoral"" work pays more, and men are more willing to do immoral work, what does that mean for the gender pay gap?  https://t.co/15nbhbqrkg"
14,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '997504340452491264', 'name': 'Louie Gohmert', 'description': 'US Representative Louie Gohmert (TX-01)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '997504340452491264', 'name': 'Louie Gohmert', 'description': 'US Representative Louie Gohmert (TX-01)'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10045247245', 'name': 'Mike Pence', 'description': 'US Vice President Mike Pence'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10045247245', 'name': 'Mike Pence', 'description': 'US Vice President Mike Pence'}}]",2020-12-28T18:58:18.000Z,1343632385460510721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","{'hashtags': [{'start': 0, 'end': 13, 'tag': 'TrumpSheeple'}], 'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/oF3C31KYsn', 'expanded_url': 'https://twitter.com/WillRage3/status/1343606490863702021', 'display_url': 'twitter.com/WillRage3/stat…'}]}",#TrumpSheeple are still at it https://t.co/oF3C31KYsn
15,,2020-12-28T18:55:17.000Z,1343631626467733505,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 13, 'username': 'EarnestSweat'}]}",@EarnestSweat Happy to chat.  It's all I think about.
16,,2020-12-27T13:41:44.000Z,1343190330942889989,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 1}","{'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/7KvwnuO9Sa', 'expanded_url': 'https://nationalaffairs.com/publications/detail/the-erosion-of-deep-literacy', 'display_url': 'nationalaffairs.com/publications/d…'}]}","""this technology is changing what, how, and why we read, and in turn what, how, and why we write and even think"" https://t.co/7KvwnuO9Sa"
17,,2020-12-27T10:48:54.000Z,1343146832713707520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 11, 'username': 'jessebeach'}]}",@jessebeach So true and so dangerous.
18,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806574543888232448', 'name': 'Bill Gates', 'description': 'Bill Gates'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]",2020-12-27T02:03:02.000Z,1343014495732568066,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","{'annotations': [{'start': 57, 'end': 66, 'probability': 0.964, 'type': 'Person', 'normalized_text': 'Bill Gates'}], 'urls': [{'start': 178, 'end': 201, 'url': 'https://t.co/LZGzEuszlZ', 'expanded_url': 'https://www.amazon.com/How-Know-What-Isnt-Fallibility/dp/0029117062', 'display_url': 'amazon.com/How-Know-What-…'}]}",So I'm just finding out today that half the world thinks Bill Gates in a eugenicist?  It doesn't even make any sense.  Critical thinking is totally dead.  I recommend this book. https://t.co/LZGzEuszlZ
19,,2020-12-24T02:30:37.000Z,1341934272760979457,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 8, 'username': 'graysky'}]}",@graysky Yeah it was like a decade.  Crazy.
20,,2020-12-24T02:07:00.000Z,1341928329138601984,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}","{'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/XRW4G2zbjQ', 'expanded_url': 'https://www.amazon.com/Man-Who-Solved-Market-Revolution/dp/073521798X', 'display_url': 'amazon.com/Man-Who-Solved…'}]}",Fantastic book I just finished if you are looking for some reading over the holiday break.  https://t.co/XRW4G2zbjQ
21,,2020-12-23T19:03:18.000Z,1341821701676515333,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 7, 'quote_count': 0}",,"You know how the government made a ""do not call"" list?  I wish they would do a ""do not ask me if I like your app list"".  I'd like to never participate in NPS, or rate your app.  If I keep using it, I like it.  Stop spamming me with questions."
22,,2020-12-23T16:30:26.000Z,1341783234062016513,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 10, 'username': 'Samirkaji'}, {'start': 11, 'end': 22, 'username': 'alexiskold'}]}",@Samirkaji @alexiskold at 2048
23,,2020-12-23T12:41:48.000Z,1341725693638565891,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","{'urls': [{'start': 17, 'end': 40, 'url': 'https://t.co/EyP1eapbTD', 'expanded_url': 'https://www.youtube.com/watch?v=HX55AzGku5Y', 'display_url': 'youtube.com/watch?v=HX55Az…'}]}",Happy Festivus!  https://t.co/EyP1eapbTD
24,,2020-12-23T12:41:30.000Z,1341725618216574978,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 8, 'username': 'Kazanjy'}]}","@Kazanjy My theory is, inflation is partly psychological - based on expectations, and partly real.  If supply constraints take 2 years to build back and catch up to demand, it could shift expectations.  IDK.  We will see."
25,,2020-12-23T03:17:41.000Z,1341583730553569280,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 8, 'username': 'Kazanjy'}]}","@Kazanjy Not destroyed like a bridge is no longer there, but yes, logistics routes are no longer moving in some places, plants are idle and will take months to years to get going again.  44% of restaurants have closed but when this is over people are going to rush out - too much demand"
26,,2020-12-22T16:24:39.000Z,1341419389778874368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 8, 'username': 'Kazanjy'}]}","@Kazanjy Possibly, but I worry that a lot of it is physical infrastructure and supply chain that will take several years to fully rebuild"
27,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]",2020-12-22T13:03:37.000Z,1341368799648505861,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,"This week's economist is all about inflation.  I am in the camp it is going to come back - not because of the monetary stimulus, but because of the supply constraints caused by covid.  We haven't had such constraints in decades.  2022 will be the year to be hedged against it"
28,,2020-12-21T14:24:08.000Z,1341026671042899969,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","{'annotations': [{'start': 14, 'end': 24, 'probability': 0.7705, 'type': 'Organization', 'normalized_text': 'Republicans'}, {'start': 57, 'end': 58, 'probability': 0.9792, 'type': 'Place', 'normalized_text': 'US'}], 'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/doRB6qcyZX', 'expanded_url': 'https://en.wikipedia.org/wiki/Eli%C3%A1n_Gonz%C3%A1lez', 'display_url': 'en.wikipedia.org/wiki/Eli%C3%A1…'}]}","Remember when Republicans fought to keep refugees in the US instead of sending them home out of ""compassionate conservatism""?  https://t.co/doRB6qcyZX"
29,,2020-12-19T19:43:27.000Z,1340382253906612224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'annotations': [{'start': 23, 'end': 27, 'probability': 0.9882, 'type': 'Person', 'normalized_text': 'Chris'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'pearsonified'}]}",@pearsonified Congrats Chris!
30,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2020-12-18T19:44:39.000Z,1340020169222066176,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}","{'annotations': [{'start': 50, 'end': 56, 'probability': 0.6643, 'type': 'Product', 'normalized_text': 'twitter'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'cleantechinv'}, {'start': 14, 'end': 27, 'username': 'ScottKirsner'}]}",@cleantechinv @ScottKirsner First time someone on twitter has called me smart!
31,,2020-12-18T17:04:01.000Z,1339979743068876801,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 16, 'end': 39, 'url': 'https://t.co/xgnIByxNjh', 'expanded_url': 'https://www.niemanlab.org/2020/12/we-need-to-learn-how-to-talk-to-and-about-accidental-conspiracists/', 'display_url': 'niemanlab.org/2020/12/we-nee…'}]}",So interesting. https://t.co/xgnIByxNjh
32,,2020-12-18T16:39:23.000Z,1339973544822894592,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 32, 'end': 38, 'probability': 0.4414, 'type': 'Person', 'normalized_text': 'Rob Day'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'ScottKirsner'}, {'start': 41, 'end': 54, 'username': 'cleantechinv'}, {'start': 62, 'end': 69, 'username': 'robmay'}]}",RT @ScottKirsner: Curious... do Rob Day (@cleantechinv) &amp; @robmay know each other? I almost mixed them up in a recent Globe column.... Both…
33,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2020-12-18T16:39:04.000Z,1339973464162242566,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 13, 'username': 'ScottKirsner'}, {'start': 14, 'end': 27, 'username': 'cleantechinv'}]}",@ScottKirsner @cleantechinv Only via twitter
34,,2020-12-18T13:15:50.000Z,1339922319167373312,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'mentions': [{'start': 3, 'end': 14, 'username': 'willmurphy'}]}",RT @willmurphy: Maybe I'm too optimistic but a Bay Area where we commute 2 out of 5 days a week and also have 10% fewer people in the Bay A…
35,,2020-12-17T23:14:30.000Z,1339710593322917888,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","{'mentions': [{'start': 0, 'end': 10, 'username': 'jamescham'}]}","@jamescham My $.02...Impossible.  Humans are always looking for status over other humans so, if you even thinks out, a new form of status emerges... unless you re-engineer humanity."
36,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2020-12-17T20:40:12.000Z,1339671759428182021,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'annotations': [{'start': 32, 'end': 38, 'probability': 0.568, 'type': 'Product', 'normalized_text': 'twitter'}], 'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/tHRFbbqonG', 'expanded_url': 'https://www.engadget.com/twitter-personalize-funny-tweets-223511432.html', 'display_url': 'engadget.com/twitter-person…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1342178846024622082/wxQPWcCS?format=jpg&name=orig', 'width': 986, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1342178846024622082/wxQPWcCS?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Twitter will show you personalized funny tweets', 'description': 'Twitter wants to make it easier for you to see funny tweets.', 'unwound_url': 'https://www.engadget.com/twitter-personalize-funny-tweets-223511432.html'}]}",finally something valuable from twitter https://t.co/tHRFbbqonG
37,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]",2020-12-17T20:29:07.000Z,1339668972451590147,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 26, 'quote_count': 1}","{'annotations': [{'start': 26, 'end': 33, 'probability': 0.6291, 'type': 'Place', 'normalized_text': 'Bay Area'}]}","As startups move from the Bay Area to other places, they will start to attract employees who have different values.   It's going to have a huge lasting impact on tech companies.  You won't have the homogeneity of political and social views that we've had the last decade."
38,"[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879016971186177', 'name': 'Marketing', 'description': 'Marketing'}}]",2020-12-17T12:05:20.000Z,1339542190805151746,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","{'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RN0GKTqPe1', 'expanded_url': 'https://www.politico.com/news/2020/12/17/never-trump-what-next-447235', 'display_url': 'politico.com/news/2020/12/1…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1343345540961103872/JK8rcWjj?format=jpg&name=orig', 'width': 1160, 'height': 773}, {'url': 'https://pbs.twimg.com/news_img/1343345540961103872/JK8rcWjj?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Never-Trump movement splinters as its villain heads for the exit', 'description': '""Is there a market for an anti-Trump Republican Party now?” said one prominent member of the anti-Trump Lincoln Project. “I would say no.”', 'unwound_url': 'https://www.politico.com/news/2020/12/17/never-trump-what-next-447235'}]}",https://t.co/RN0GKTqPe1  I think a party called the Moderates would be great marketing.  No one wants to think of themselves as extreme.  Could have some pull.
39,,2020-12-17T00:58:28.000Z,1339374369810882561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 75, 'end': 98, 'url': 'https://t.co/sbQgDlaoEi', 'expanded_url': 'https://www.theguardian.com/world/2020/dec/15/paris-city-hall-fined-for-putting-too-many-women-in-senior-roles', 'display_url': 'theguardian.com/world/2020/dec…'}]}","This is simultaneously awesome, encouraging, hilarious, and discouraging.  https://t.co/sbQgDlaoEi"
40,,2020-12-16T23:36:49.000Z,1339353820409843715,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","{'urls': [{'start': 22, 'end': 45, 'url': 'https://t.co/tLZoUKvkLa', 'expanded_url': 'https://twitter.com/AndySwan/status/1339349926397026305', 'display_url': 'twitter.com/AndySwan/statu…'}]}",I'm stealing this one https://t.co/tLZoUKvkLa
41,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",2020-12-16T23:12:30.000Z,1339347699171209218,"{'retweet_count': 1, 'reply_count': 7, 'like_count': 94, 'quote_count': 0}","{'annotations': [{'start': 66, 'end': 72, 'probability': 0.6504, 'type': 'Product', 'normalized_text': 'twitter'}]}",Now that I'm in VC my 2021 resolution is more virtue signaling on twitter.  You should probably just unfollow me now.
