,text,created_at,entities,id,public_metrics,context_annotations
746,@JustinDMcCarty @zebulgar he is trying to exempt me:),2020-11-22T02:29:59.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'JustinDMcCarty'}, {'start': 16, 'end': 25, 'username': 'zebulgar'}]}",1330337701057363968,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 116, 'quote_count': 0}",
747,@dwr @zebulgar maybe he should run for Mayor.,2020-11-22T01:53:43.000Z,"{'mentions': [{'start': 0, 'end': 4, 'username': 'dwr'}, {'start': 5, 'end': 14, 'username': 'zebulgar'}]}",1330328577989091328,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 72, 'quote_count': 0}",
748,@yishan @sarthakgh I almost believed you were going to link to a real post.,2020-11-22T01:06:11.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'yishan'}, {'start': 8, 'end': 18, 'username': 'sarthakgh'}]}",1330316612516388870,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
749,@yishan @sarthakgh Don’t alert the journalists.  They will write that it is ploy to cut my taxes.,2020-11-22T00:47:51.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'yishan'}, {'start': 8, 'end': 18, 'username': 'sarthakgh'}]}",1330312001051095040,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",
750,@RMac18 my views on CA’s absurd tax rate have been tweeted for years:),2020-11-21T21:38:06.000Z,"{'annotations': [{'start': 20, 'end': 21, 'probability': 0.7578, 'type': 'Place', 'normalized_text': 'CA'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'RMac18'}]}",1330264249852174336,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}]"
751,"@RMac18 the whole article is an excerpt from a conference, not a drafted op-ed.  if anything i understated the issues w CA vs isolating them to SF.",2020-11-21T21:37:25.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'RMac18'}]}",1330264074182127620,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}]"
752,"@sarthakgh see also crime, blackouts or lack of educational options.",2020-11-21T21:29:43.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'sarthakgh'}]}",1330262137164476416,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 33, 'quote_count': 0}",
753,"@RMac18 yes, of course it does, but if you read the Fortune article i explicitly stated that.  And if you know anything about VC, we rarely get spikes in compensation, plus typically get distributions lagging 6-12 years.",2020-11-21T21:22:26.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'RMac18'}]}",1330260306497581058,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 11, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}]"
754,@RMac18 classic tweet by a journalist.  doesn’t even research facts that are widely available to anyone w access to Google or a rudimentary understanding of venture capital.,2020-11-21T21:09:43.000Z,"{'annotations': [{'start': 116, 'end': 121, 'probability': 0.5957, 'type': 'Organization', 'normalized_text': 'Google'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'RMac18'}]}",1330257105283133444,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 54, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046567715022856192', 'name': 'Venture capital', 'description': 'Venture Capital'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026378521', 'name': 'Google '}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]"
755,@shak @blogofjake Try the Upside of Stress.,2020-11-21T18:08:50.000Z,"{'mentions': [{'start': 0, 'end': 5, 'username': 'shak'}, {'start': 6, 'end': 17, 'username': 'blogofjake'}]}",1330211582698266631,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",
756,@shak amazing,2020-11-21T17:44:15.000Z,"{'mentions': [{'start': 0, 'end': 5, 'username': 'shak'}]}",1330205395915255809,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",
757,@Keith_Wasserman selling home asap.  45 days max.,2020-11-21T13:10:32.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Keith_Wasserman'}]}",1330136516216164352,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 18, 'quote_count': 0}",
758,@pueokeffer @eladgil haha. love humidity:),2020-11-21T13:08:17.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'pueokeffer'}, {'start': 12, 'end': 20, 'username': 'eladgil'}]}",1330135946386432003,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
759,@ChrisJBakke 50% outside of the Bay Area.,2020-11-20T16:14:20.000Z,"{'annotations': [{'start': 32, 'end': 39, 'probability': 0.6853, 'type': 'Place', 'normalized_text': 'Bay Area'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'ChrisJBakke'}]}",1329820383000850433,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 15, 'quote_count': 0}",
760,@speechu it is substantially greater than 10%.,2020-11-20T16:14:04.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'speechu'}]}",1329820312721092612,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",
761,@ChrisJBakke except in CA you receive worse services than those on the free tier.,2020-11-20T15:52:46.000Z,"{'annotations': [{'start': 23, 'end': 24, 'probability': 0.9511, 'type': 'Place', 'normalized_text': 'CA'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'ChrisJBakke'}]}",1329814955693133829,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 28, 'quote_count': 0}",
762,@ChrisJBakke companies were all founded by 2013 or earlier and some have already relocated.,2020-11-20T15:51:43.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'ChrisJBakke'}]}",1329814689384198144,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 63, 'quote_count': 0}",
763,@i_am_yan_g @Keith_Wasserman they have treadmills and an operational Fuel Bar.,2020-11-20T15:50:35.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'i_am_yan_g'}, {'start': 12, 'end': 28, 'username': 'Keith_Wasserman'}]}",1329814403471056899,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",
764,@jeff_hallett @AlecStapp all companies founded before 2013,2020-11-20T15:39:29.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'jeff_hallett'}, {'start': 14, 'end': 24, 'username': 'AlecStapp'}]}",1329811611658358786,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
765,@AlecStapp can’t wait to read why they are a monopoly.,2020-11-20T14:26:31.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'AlecStapp'}]}",1329793249716875265,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 90, 'quote_count': 0}",
766,@speechu at least one of those is no longer accurate.,2020-11-20T14:21:10.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'speechu'}]}",1329791900979748890,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 8, 'quote_count': 0}",
767,100%. https://t.co/6eUJLaC7U4,2020-11-20T14:14:03.000Z,"{'urls': [{'start': 6, 'end': 29, 'url': 'https://t.co/6eUJLaC7U4', 'expanded_url': 'https://twitter.com/benedictevans/status/1329758421130899456', 'display_url': 'twitter.com/benedictevans/…'}]}",1329790112381726723,"{'retweet_count': 9, 'reply_count': 3, 'like_count': 133, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '848920371311001600', 'name': 'Technology', 'description': 'Technology and computing'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '898262889378619392', 'name': 'Artificial intelligence', 'description': 'Artificial Intelligence'}}]"
768,@johnolilly yes but i suspect he is titled at windmills.,2020-11-19T23:30:26.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'johnolilly'}]}",1329567743478206464,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
769,@johnolilly movie critic might be the appropriate level of competence,2020-11-19T23:23:26.000Z,"{'mentions': [{'start': 0, 'end': 11, 'username': 'johnolilly'}]}",1329565980394131456,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}","[{'domain': {'id': '87', 'name': 'Movie Genre', 'description': 'A movie genre like Action'}, 'entity': {'id': '1285699311972446209', 'name': 'Behind the scenes'}}]"
770,@zebulgar me too :),2020-11-19T23:17:18.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'zebulgar'}]}",1329564436579954690,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 38, 'quote_count': 1}",
771,@SFSanj barrys,2020-11-19T23:12:19.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'SFSanj'}]}",1329563184538193922,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
772,@asafusan aged extremely well.,2020-11-19T22:56:42.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'asafusan'}]}",1329559251111571458,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
773,"@rustinrassoli @lpolovets @Keith_Wasserman @zebulgar Affirm Opendoor Doordash and one other as a VC, Wish, Airbnb &amp; Palantir as an angel.",2020-11-19T22:30:57.000Z,"{'annotations': [{'start': 107, 'end': 112, 'probability': 0.8084, 'type': 'Organization', 'normalized_text': 'Airbnb'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'rustinrassoli'}, {'start': 15, 'end': 25, 'username': 'lpolovets'}, {'start': 26, 'end': 42, 'username': 'Keith_Wasserman'}, {'start': 43, 'end': 52, 'username': 'zebulgar'}]}",1329552772514131969,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 32, 'quote_count': 2}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864938653063159808', 'name': 'Hospitality', 'description': 'Hospitality'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046567715022856192', 'name': 'Venture capital', 'description': 'Venture Capital'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596161376261', 'name': 'Dining'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157251586', 'name': 'Online'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '783337372406517762', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10032901311', 'name': 'Airbnb'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040184401', 'name': 'DoorDash'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}]"
774,@lpolovets @Keith_Wasserman @zebulgar all are publicly filed.,2020-11-19T22:16:59.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'lpolovets'}, {'start': 11, 'end': 27, 'username': 'Keith_Wasserman'}, {'start': 28, 'end': 37, 'username': 'zebulgar'}]}",1329549257100111875,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
775,@ajs See Twitter is biased :),2020-11-19T20:48:01.000Z,"{'annotations': [{'start': 9, 'end': 15, 'probability': 0.5468, 'type': 'Organization', 'normalized_text': 'Twitter'}], 'mentions': [{'start': 0, 'end': 4, 'username': 'ajs'}]}",1329526868563922949,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]"
776,"@lpolovets @Keith_Wasserman @zebulgar Yes, as you know Leo, all the VC investments were made in 2013, maybe 2014.",2020-11-19T20:37:24.000Z,"{'annotations': [{'start': 55, 'end': 57, 'probability': 0.6655, 'type': 'Person', 'normalized_text': 'Leo'}, {'start': 68, 'end': 69, 'probability': 0.5876, 'type': 'Organization', 'normalized_text': 'VC'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'lpolovets'}, {'start': 11, 'end': 27, 'username': 'Keith_Wasserman'}, {'start': 28, 'end': 37, 'username': 'zebulgar'}]}",1329524196926509062,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 24, 'quote_count': 0}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046567715022856192', 'name': 'Venture capital', 'description': 'Venture Capital'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}]"
777,@DavidGCrane i agree CA may even be a bigger mess.,2020-11-19T20:15:14.000Z,"{'annotations': [{'start': 21, 'end': 22, 'probability': 0.7307, 'type': 'Place', 'normalized_text': 'CA'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'DavidGCrane'}]}",1329518617596219392,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",
778,@zamosta this story is a good example of why Trump supporters don’t believe anything the major media publishes.,2020-11-19T20:13:38.000Z,"{'annotations': [{'start': 45, 'end': 49, 'probability': 0.9989, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 8, 'username': 'zamosta'}]}",1329518215672770560,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 1}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]"
779,@mhelft @zamosta @jack @thefriley yes and refused to correct the story when confronted w evidence that their anonymous sources were lying.,2020-11-19T19:45:56.000Z,"{'mentions': [{'start': 0, 'end': 7, 'username': 'mhelft'}, {'start': 8, 'end': 16, 'username': 'zamosta'}, {'start': 17, 'end': 22, 'username': 'jack'}, {'start': 23, 'end': 33, 'username': 'thefriley'}]}",1329511242680201218,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 25, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1037336866519842816', 'name': 'Jack Dorsey', 'description': 'Jack Dorsey'}}]"
780,@ConorDougherty @penelopeonthego @eliotwb not wrong per se but over 50% of our best companies are now outside the Bay Area.,2020-11-19T19:34:50.000Z,"{'annotations': [{'start': 114, 'end': 121, 'probability': 0.8449, 'type': 'Place', 'normalized_text': 'Bay Area'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'ConorDougherty'}, {'start': 16, 'end': 32, 'username': 'penelopeonthego'}, {'start': 33, 'end': 41, 'username': 'eliotwb'}]}",1329508449743466502,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
781,@ConorDougherty @penelopeonthego @eliotwb yes most of those are legacies from the 1960s (maybe up to 1983).,2020-11-19T19:32:08.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'ConorDougherty'}, {'start': 16, 'end': 32, 'username': 'penelopeonthego'}, {'start': 33, 'end': 41, 'username': 'eliotwb'}]}",1329507772782817283,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
782,@coryweinberg @eliotwb assigned shares to KV upon founding the company.,2020-11-19T19:27:03.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'coryweinberg'}, {'start': 14, 'end': 22, 'username': 'eliotwb'}]}",1329506494036008963,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",
783,@ConorDougherty @eliotwb stupid take.  rudimentary VC economics would refute that.  plus i acknowledged that a zero state income tax is benefit in my quotes to Fortune.,2020-11-19T19:22:58.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'ConorDougherty'}, {'start': 16, 'end': 24, 'username': 'eliotwb'}]}",1329505463218659328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",
784,@ConorDougherty @eliotwb why?  i will invest at least as actively there.  My best investment in 2020 was in Germany.,2020-11-19T19:17:43.000Z,"{'annotations': [{'start': 108, 'end': 114, 'probability': 0.9984, 'type': 'Place', 'normalized_text': 'Germany'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'ConorDougherty'}, {'start': 16, 'end': 24, 'username': 'eliotwb'}]}",1329504144651116544,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}",
785,@evancharles hopefully we have a few more together:),2020-11-19T19:13:57.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'evancharles'}]}",1329503197304672260,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",
786,@eshan_shetty email is public.  keith@foundersfund,2020-11-19T19:07:30.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'eshan_shetty'}]}",1329501571961466882,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 29, 'quote_count': 0}",
787,@zebulgar i actually forgot one.  Should be 4 as a VC this quarter and 3 angel investments for 7:),2020-11-19T19:06:48.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'zebulgar'}]}",1329501397872746500,"{'retweet_count': 4, 'reply_count': 12, 'like_count': 214, 'quote_count': 3}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1046567715022856192', 'name': 'Venture capital', 'description': 'Venture Capital'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}]"
788,@eshan_shetty feel free to...,2020-11-19T19:05:28.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'eshan_shetty'}]}",1329501059685945345,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",
789,@eshan_shetty yes the interns are more successful than me:(,2020-11-19T19:03:56.000Z,"{'mentions': [{'start': 0, 'end': 13, 'username': 'eshan_shetty'}]}",1329500676125323265,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 53, 'quote_count': 1}",
790,@endingwithali already purchased one.,2020-11-19T19:03:16.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'endingwithali'}]}",1329500508034392065,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",
791,@zebulgar thanks. i think we can make 6 this quarter:),2020-11-19T18:24:31.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'zebulgar'}]}",1329490755673526287,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 91, 'quote_count': 0}",
792,"Notwithstanding limits on commenting on Opendoor’s prospects, I recommend watching this video:  https://t.co/GNAkQmB9wo",2020-11-19T18:23:18.000Z,"{'urls': [{'start': 96, 'end': 119, 'url': 'https://t.co/GNAkQmB9wo', 'expanded_url': 'https://youtu.be/IbwB9S12vrs', 'display_url': 'youtu.be/IbwB9S12vrs'}], 'annotations': [{'start': 40, 'end': 47, 'probability': 0.2993, 'type': 'Person', 'normalized_text': 'Opendoor'}]}",1329490450424721408,"{'retweet_count': 5, 'reply_count': 10, 'like_count': 125, 'quote_count': 3}",
793,@michelletandler @HipHipHipJorge @SaviRoman @AjPerez2727 @engineer180 eventually the data will be public.  But it was suppressed to avoid helping Trump’s re-election.,2020-11-19T18:20:49.000Z,"{'annotations': [{'start': 146, 'end': 150, 'probability': 0.9987, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'michelletandler'}, {'start': 17, 'end': 32, 'username': 'HipHipHipJorge'}, {'start': 33, 'end': 43, 'username': 'SaviRoman'}, {'start': 44, 'end': 56, 'username': 'AjPerez2727'}, {'start': 57, 'end': 69, 'username': 'engineer180'}]}",1329489823611154437,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]"
794,@HipHipHipJorge @SaviRoman @AjPerez2727 @engineer180 @michelletandler no the Governor has data that SF has the worst COVID strategy of any city in the US.,2020-11-19T18:18:15.000Z,"{'annotations': [{'start': 151, 'end': 152, 'probability': 0.9472, 'type': 'Place', 'normalized_text': 'US'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'HipHipHipJorge'}, {'start': 16, 'end': 26, 'username': 'SaviRoman'}, {'start': 27, 'end': 39, 'username': 'AjPerez2727'}, {'start': 40, 'end': 52, 'username': 'engineer180'}, {'start': 53, 'end': 69, 'username': 'michelletandler'}]}",1329489177025646594,"{'retweet_count': 1, 'reply_count': 4, 'like_count': 5, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
795,@BeschlossDC well it is an awesome movie.,2020-11-19T18:16:01.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BeschlossDC'}]}",1329488614414233607,"{'retweet_count': 0, 'reply_count': 4, 'like_count': 20, 'quote_count': 0}",
