,text,created_at,entities,id,public_metrics,context_annotations
796,yes https://t.co/j4kMcUCahy,2020-11-19T18:05:48.000Z,"{'urls': [{'start': 4, 'end': 27, 'url': 'https://t.co/j4kMcUCahy', 'expanded_url': 'https://twitter.com/tcurwin/status/1329485570809073664', 'display_url': 'twitter.com/tcurwin/status…'}]}",1329486045646381059,"{'retweet_count': 6, 'reply_count': 43, 'like_count': 120, 'quote_count': 2}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]"
797,"@antoniogm 1/Mtv View was orchid fields whose best feature was cheap real estate; 2/ confident i can find undiscovered talent there; 3/ the magnet there is currently quite strong, easy sell to move; 4/ easier to invest in Europe NYC and Latin America from there.  We are deluged w meetings.",2020-11-19T18:00:03.000Z,"{'annotations': [{'start': 222, 'end': 231, 'probability': 0.8138, 'type': 'Place', 'normalized_text': 'Europe NYC'}, {'start': 237, 'end': 249, 'probability': 0.6677, 'type': 'Place', 'normalized_text': 'Latin America'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'antoniogm'}]}",1329484599005732864,"{'retweet_count': 3, 'reply_count': 11, 'like_count': 98, 'quote_count': 1}","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10024070856', 'name': 'MTV'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894353708068864', 'name': 'Investing', 'description': 'Investing'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847894737281470464', 'name': 'Real estate', 'description': 'Real estate'}}]"
798,"@paulg @Suhail fortunately, you also sent them our way!",2020-11-19T17:55:59.000Z,"{'mentions': [{'start': 0, 'end': 6, 'username': 'paulg'}, {'start': 7, 'end': 14, 'username': 'Suhail'}]}",1329483573993287681,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 37, 'quote_count': 0}",
799,@michelletandler @Marley084 @gillianim https://t.co/Jhr5dvjyrs,2020-11-19T17:50:47.000Z,"{'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/Jhr5dvjyrs', 'expanded_url': 'https://twitter.com/rabois/status/1329482264498102273/photo/1', 'display_url': 'pic.twitter.com/Jhr5dvjyrs'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'michelletandler'}, {'start': 17, 'end': 27, 'username': 'Marley084'}, {'start': 28, 'end': 38, 'username': 'gillianim'}]}",1329482264498102273,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",
800,@BariAWilliams @michelletandler because she refuses to do anything about it.  and some of the issues transcend her powers.,2020-11-19T03:08:46.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BariAWilliams'}, {'start': 15, 'end': 31, 'username': 'michelletandler'}]}",1329260301053661184,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",
801,@NateReis @michelletandler we considered Scottsdale/Paradise Valley.,2020-11-18T22:28:05.000Z,"{'annotations': [{'start': 41, 'end': 66, 'probability': 0.4635, 'type': 'Place', 'normalized_text': 'Scottsdale/Paradise Valley'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'NateReis'}, {'start': 10, 'end': 26, 'username': 'michelletandler'}]}",1329189663328923654,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
802,@BradSiegler a few weeks,2020-11-18T21:40:14.000Z,"{'mentions': [{'start': 0, 'end': 12, 'username': 'BradSiegler'}]}",1329177622237093889,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
803,@ricburton @ChrisBeckmann the sales tax data for online sales is unequivocal.,2020-11-18T21:23:59.000Z,"{'mentions': [{'start': 0, 'end': 10, 'username': 'ricburton'}, {'start': 11, 'end': 25, 'username': 'ChrisBeckmann'}]}",1329173530404139015,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}",
804,How bad is SF.... https://t.co/BWHe4VW98q,2020-11-18T19:34:14.000Z,"{'urls': [{'start': 18, 'end': 41, 'url': 'https://t.co/BWHe4VW98q', 'expanded_url': 'https://twitter.com/gillianim/status/1329145708893630464', 'display_url': 'twitter.com/gillianim/stat…'}]}",1329145911956697095,"{'retweet_count': 5, 'reply_count': 27, 'like_count': 161, 'quote_count': 5}",
805,@ChrisBeckmann sales tax data that i tweeted proved the exodus and there is no possible rebuttal.,2020-11-18T19:28:56.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'ChrisBeckmann'}]}",1329144579120111616,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}",
806,"@ChrisBeckmann there is no chance that SF is domineering technology in the future.  Every Board meeting:  Should we move, when/ how/where.  Stripe already has less than 50% of employees in CA.",2020-11-18T19:27:29.000Z,"{'annotations': [{'start': 189, 'end': 190, 'probability': 0.9391, 'type': 'Place', 'normalized_text': 'CA'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'ChrisBeckmann'}]}",1329144212676354048,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
807,@nomadicnerd @michelletandler @p_sombke NYC in the 1970s :),2020-11-18T19:17:32.000Z,"{'annotations': [{'start': 40, 'end': 42, 'probability': 0.8117, 'type': 'Place', 'normalized_text': 'NYC'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'nomadicnerd'}, {'start': 13, 'end': 29, 'username': 'michelletandler'}, {'start': 30, 'end': 39, 'username': 'p_sombke'}]}",1329141709167489025,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 7, 'quote_count': 0}",
808,@villi @zebulgar is available for casting.,2020-11-18T18:55:40.000Z,"{'mentions': [{'start': 0, 'end': 6, 'username': 'villi'}, {'start': 7, 'end': 16, 'username': 'zebulgar'}]}",1329136207297728515,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",
809,@sgatz there are plenty of cities that survived or thrived w growth.  this is just a function of stupidity not growth.,2020-11-18T18:47:01.000Z,"{'mentions': [{'start': 0, 'end': 6, 'username': 'sgatz'}]}",1329134030583975938,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",
810,@HipHipHipJorge will be way over that before we tabulate in March.  this data lags and the exodus is accelerating.,2020-11-18T18:22:16.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'HipHipHipJorge'}]}",1329127800104693762,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",
811,"@sgatz the property crime, the absurd taxes, banning straws, the lack of any schools had nothing to do with “growth”.  maybe traffic but that is the least of the issues.",2020-11-18T18:21:30.000Z,"{'mentions': [{'start': 0, 'end': 6, 'username': 'sgatz'}]}",1329127609226170369,"{'retweet_count': 0, 'reply_count': 6, 'like_count': 12, 'quote_count': 0}","[{'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1037076073719025664', 'name': 'Traffic', 'description': 'Traffic'}}]"
812,@sgatz lol.  that had literally no relationship to the problems.,2020-11-18T18:15:40.000Z,"{'mentions': [{'start': 0, 'end': 6, 'username': 'sgatz'}]}",1329126139202318343,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 14, 'quote_count': 0}",
813,@ChrisBeckmann that is like being long Detroit in 1968.,2020-11-18T17:56:48.000Z,"{'annotations': [{'start': 39, 'end': 45, 'probability': 0.7533, 'type': 'Place', 'normalized_text': 'Detroit'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'ChrisBeckmann'}]}",1329121390985945095,"{'retweet_count': 1, 'reply_count': 5, 'like_count': 47, 'quote_count': 1}",
814,@RMac18 https://t.co/9HpKcuU2zz,2020-11-18T17:55:40.000Z,"{'urls': [{'start': 8, 'end': 31, 'url': 'https://t.co/9HpKcuU2zz', 'expanded_url': 'https://twitter.com/rabois/status/1329121108902227968/photo/1', 'display_url': 'pic.twitter.com/9HpKcuU2zz'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'RMac18'}]}",1329121108902227968,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 23, 'quote_count': 0}","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052318562147164161', 'name': 'Ryan Mac', 'description': 'Ryan Mac'}}]"
815,@HipHipHipJorge @dunkhippo33 @michelletandler nobody who has any influence in SF today had any involvement in creating the success in SF.  All they have done is retard it.,2020-11-18T17:47:05.000Z,"{'annotations': [{'start': 134, 'end': 135, 'probability': 0.5058, 'type': 'Place', 'normalized_text': 'SF'}], 'mentions': [{'start': 0, 'end': 15, 'username': 'HipHipHipJorge'}, {'start': 16, 'end': 28, 'username': 'dunkhippo33'}, {'start': 29, 'end': 45, 'username': 'michelletandler'}]}",1329118947342475268,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",
816,@michelletandler @VonHayek5 yes this is the story of human history.,2020-11-18T17:45:41.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'michelletandler'}, {'start': 17, 'end': 27, 'username': 'VonHayek5'}]}",1329118594249187331,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
817,@michelletandler @joel_denis1 see also. https://t.co/jZ4Ioqu7jE,2020-11-18T17:45:05.000Z,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/jZ4Ioqu7jE', 'expanded_url': 'https://twitter.com/teddyschleifer/status/1329103086024011779', 'display_url': 'twitter.com/teddyschleifer…'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'michelletandler'}, {'start': 17, 'end': 29, 'username': 'joel_denis1'}]}",1329118445749809155,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",
818,"@HipHipHipJorge @dunkhippo33 @michelletandler all of the successful companies are leaving, whether announced or not.",2020-11-18T17:44:55.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'HipHipHipJorge'}, {'start': 16, 'end': 28, 'username': 'dunkhippo33'}, {'start': 29, 'end': 45, 'username': 'michelletandler'}]}",1329118399910260740,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
819,@HipHipHipJorge @dunkhippo33 @michelletandler not the same people running the City or the State.....and that is why everyone is leaving.,2020-11-18T17:43:23.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'HipHipHipJorge'}, {'start': 16, 'end': 28, 'username': 'dunkhippo33'}, {'start': 29, 'end': 45, 'username': 'michelletandler'}]}",1329118017742057474,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
820,As predicted... And this is just the beginning. https://t.co/jZ4Ioqu7jE,2020-11-18T17:42:03.000Z,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/jZ4Ioqu7jE', 'expanded_url': 'https://twitter.com/teddyschleifer/status/1329103086024011779', 'display_url': 'twitter.com/teddyschleifer…'}]}",1329117682118045701,"{'retweet_count': 29, 'reply_count': 36, 'like_count': 343, 'quote_count': 13}",
821,@spinesurgerydoc @jeff_hallett @thatbergness @michelletandler yes,2020-11-18T16:57:08.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'spinesurgerydoc'}, {'start': 17, 'end': 30, 'username': 'jeff_hallett'}, {'start': 31, 'end': 44, 'username': 'thatbergness'}, {'start': 45, 'end': 61, 'username': 'michelletandler'}]}",1329106375327305728,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",
822,@michaelrwolfe true,2020-11-18T16:13:59.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'michaelrwolfe'}]}",1329095517306019842,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",
823,@michaelrwolfe closing down Barrys hurts:),2020-11-18T16:11:56.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'michaelrwolfe'}]}",1329095002157363202,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",
824,@michelletandler @rishmishra have you read about the American Revolution?,2020-11-18T15:19:37.000Z,"{'annotations': [{'start': 53, 'end': 71, 'probability': 0.366, 'type': 'Other', 'normalized_text': 'American Revolution'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'michelletandler'}, {'start': 17, 'end': 28, 'username': 'rishmishra'}]}",1329081835054239744,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 32, 'quote_count': 0}",
825,@jeff_hallett @thatbergness @michelletandler been there many times.  SF and CA are a mess and less diverse.,2020-11-18T14:13:11.000Z,"{'annotations': [{'start': 76, 'end': 77, 'probability': 0.7498, 'type': 'Place', 'normalized_text': 'CA'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'jeff_hallett'}, {'start': 14, 'end': 27, 'username': 'thatbergness'}, {'start': 28, 'end': 44, 'username': 'michelletandler'}]}",1329065115665244161,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 8, 'quote_count': 0}",
826,@michelletandler this was the purpose of a federalist system of government.,2020-11-18T14:11:24.000Z,"{'mentions': [{'start': 0, 'end': 16, 'username': 'michelletandler'}]}",1329064667356991489,"{'retweet_count': 1, 'reply_count': 13, 'like_count': 189, 'quote_count': 0}",
827,@jwangARK @michelletandler not possible.,2020-11-18T13:42:16.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'jwangARK'}, {'start': 10, 'end': 26, 'username': 'michelletandler'}]}",1329057338771333132,"{'retweet_count': 2, 'reply_count': 5, 'like_count': 107, 'quote_count': 0}",
828,@Atif_Rz not really.,2020-11-18T13:42:01.000Z,"{'mentions': [{'start': 0, 'end': 8, 'username': 'Atif_Rz'}]}",1329057274661380099,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
829,@HipHipHipJorge @michelletandler no it has the worst Covid strategy too.,2020-11-18T13:40:58.000Z,"{'mentions': [{'start': 0, 'end': 15, 'username': 'HipHipHipJorge'}, {'start': 16, 'end': 32, 'username': 'michelletandler'}]}",1329057010013392898,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 44, 'quote_count': 1}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
830,@seanrose 44% of the state budget.,2020-11-17T20:47:43.000Z,"{'mentions': [{'start': 0, 'end': 9, 'username': 'seanrose'}]}",1328802017867935750,"{'retweet_count': 3, 'reply_count': 6, 'like_count': 99, 'quote_count': 0}",
831,@benedictevans you finally persuaded me to leave:),2020-11-17T19:11:15.000Z,"{'mentions': [{'start': 0, 'end': 14, 'username': 'benedictevans'}]}",1328777741689380864,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 27, 'quote_count': 1}",
832,"@skupor @m2jr @JTLonsdale i highlighted the lack of state income tax for you, Scott.",2020-11-17T16:48:42.000Z,"{'annotations': [{'start': 78, 'end': 82, 'probability': 0.9635, 'type': 'Person', 'normalized_text': 'Scott'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'skupor'}, {'start': 8, 'end': 13, 'username': 'm2jr'}, {'start': 14, 'end': 25, 'username': 'JTLonsdale'}]}",1328741865844133888,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}",
833,@m2jr @JTLonsdale https://t.co/LDyhmA8lJJ,2020-11-17T16:22:33.000Z,"{'urls': [{'start': 18, 'end': 41, 'url': 'https://t.co/LDyhmA8lJJ', 'expanded_url': 'https://fortune.com/2020/11/17/keith-rabois-investor-silicon-valley-loses-another-tech-icon/', 'display_url': 'fortune.com/2020/11/17/kei…'}], 'mentions': [{'start': 0, 'end': 5, 'username': 'm2jr'}, {'start': 6, 'end': 17, 'username': 'JTLonsdale'}]}",1328735285463552000,"{'retweet_count': 10, 'reply_count': 22, 'like_count': 109, 'quote_count': 13}",
