,public_metrics,created_at,id,context_annotations,text,entities
339,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-21T06:39:58.000Z,1340909862373392386,,"RT @TWiStartups: Before Income Share Agreements became popular in the tech scene, was there a category where they emerged early in? 
 
@Mer…","{'mentions': [{'start': 3, 'end': 15, 'username': 'TWiStartups'}]}"
340,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2020-12-21T06:09:09.000Z,1340902105955987462,,@2irl4u @choi_clint moderator like... https://t.co/bJekOoiXUS,"{'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/bJekOoiXUS', 'expanded_url': 'https://twitter.com/Jason/status/1340902105955987462/photo/1', 'display_url': 'pic.twitter.com/bJekOoiXUS'}], 'mentions': [{'start': 0, 'end': 7, 'username': '2irl4u'}, {'start': 8, 'end': 19, 'username': 'choi_clint'}]}"
341,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2020-12-21T06:07:37.000Z,1340901718402338819,,@operaqueenie https://t.co/vjppBClaPW,"{'urls': [{'start': 14, 'end': 37, 'url': 'https://t.co/vjppBClaPW', 'expanded_url': 'https://twitter.com/Jason/status/1340901718402338819/photo/1', 'display_url': 'pic.twitter.com/vjppBClaPW'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'operaqueenie'}]}"
342,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",2020-12-21T06:00:53.000Z,1340900026692726784,,"@raoulm you loved it 

i'm a romantic 

i want to buy the rights to this book","{'mentions': [{'start': 0, 'end': 7, 'username': 'raoulm'}]}"
343,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",2020-12-21T06:00:28.000Z,1340899920732061696,,@MichaelaHirsh that would have come up in my cross,"{'mentions': [{'start': 0, 'end': 14, 'username': 'MichaelaHirsh'}]}"
344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",2020-12-21T06:00:00.000Z,1340899803404767232,,@EricNewcomer I think I cracked it open a bit,"{'mentions': [{'start': 0, 'end': 13, 'username': 'EricNewcomer'}]}"
345,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2020-12-21T05:59:27.000Z,1340899664057384962,,@shardulgo this is amazing,"{'mentions': [{'start': 0, 'end': 10, 'username': 'shardulgo'}]}"
346,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",2020-12-21T05:59:06.000Z,1340899578535530497,,@psantloki you gotta love her answer,"{'mentions': [{'start': 0, 'end': 10, 'username': 'psantloki'}]}"
347,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 10, 'quote_count': 0}",2020-12-21T05:58:49.000Z,1340899505793769474,,@MichaelaHirsh i could talk to her for hours,"{'mentions': [{'start': 0, 'end': 14, 'username': 'MichaelaHirsh'}]}"
348,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",2020-12-21T05:58:22.000Z,1340899390962028545,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '986668285113466885', 'name': 'Howard Stern', 'description': 'Howard Stern'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '986668285113466885', 'name': 'Howard Stern', 'description': 'Howard Stern'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '806575448649908224', 'name': 'Oprah', 'description': 'Oprah'}}, {'domain': {'id': '58', 'name': 'Entertainment Personality', 'description': 'An entertainment personality in the world, like Anderson Cooper or Miranda Sings'}, 'entity': {'id': '806575448649908224', 'name': 'Oprah', 'description': 'Oprah'}}]",@dudejohan I am the greatest interviewer of all time... after @HowardStern and @Oprah,"{'mentions': [{'start': 0, 'end': 10, 'username': 'dudejohan'}, {'start': 62, 'end': 74, 'username': 'HowardStern'}, {'start': 79, 'end': 85, 'username': 'Oprah'}]}"
349,"{'retweet_count': 0, 'reply_count': 10, 'like_count': 33, 'quote_count': 0}",2020-12-21T05:47:20.000Z,1340896617646284802,,she's blaming their mutual anxiety disorders on his criminal and abusive behavior--and her grifting,
350,"{'retweet_count': 1, 'reply_count': 13, 'like_count': 93, 'quote_count': 4}",2020-12-21T05:44:20.000Z,1340895861107134465,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10001558183', 'name': 'Martin', 'description': ""Stand-up comedian Martin Lawrence drives this irreverent sitcom as a sexist, cocky and wisecracking radio station talk show host. His girlfriend and eventual wife, Gina, puts up with him -- although clashes do occur. Martin's friends, Tommy and Cole, help him get into trouble.""}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '973245530154270720', 'name': 'Martin Shkreli', 'description': 'Martin Shkreli'}}]","the women from this article who fell in love with Martin Shkreli is on clubhouse &amp; she's deranged

Christie Smythe a grifter just like Shkreli IMO

She is trying to sell a book/TV show... the whole thing is completely sad, desperate, &amp; pathetic 
https://t.co/bwRO1Dt07y","{'annotations': [{'start': 50, 'end': 63, 'probability': 0.996, 'type': 'Person', 'normalized_text': 'Martin Shkreli'}, {'start': 99, 'end': 113, 'probability': 0.9345, 'type': 'Person', 'normalized_text': 'Christie Smythe'}, {'start': 135, 'end': 141, 'probability': 0.7459, 'type': 'Person', 'normalized_text': 'Shkreli'}], 'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/bwRO1Dt07y', 'expanded_url': 'https://www.elle.com/life-love/a35021224/martin-shkreli-christie-smythe-pharma-bro-journalist/', 'display_url': 'elle.com/life-love/a350…'}]}"
351,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2020-12-21T05:32:21.000Z,1340892845645819905,,@bigblackjacobin I'm not on tonight,"{'mentions': [{'start': 0, 'end': 16, 'username': 'bigblackjacobin'}]}"
352,"{'retweet_count': 9, 'reply_count': 47, 'like_count': 404, 'quote_count': 2}",2020-12-21T05:29:21.000Z,1340892091522502659,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '903303816698671104', 'name': 'Wellness and health', 'description': 'Wellness & Health'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '918538847302041600', 'name': 'Community Health', 'description': 'Community Health'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '920768310152593408', 'name': 'Common Medication', 'description': 'Common Medication'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","we could easily have given everyone in *need* $1,000 a month for 3-6 months and saved a ton of suffering out there... we gave everyone $1,200 then $600... come on. 

infuriating how long this took and how modest it was

at least we got the vaccines done",
353,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 16, 'quote_count': 2}",2020-12-21T05:25:37.000Z,1340891149796446209,,"@Lynxabi we got in at 200 and 800, so we good fam","{'mentions': [{'start': 0, 'end': 8, 'username': 'Lynxabi'}]}"
354,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",2020-12-21T05:25:17.000Z,1340891065268674561,,@TrungTPhan @chamath join the syndicate https://t.co/9t414GoW8y,"{'urls': [{'start': 40, 'end': 63, 'url': 'https://t.co/9t414GoW8y', 'expanded_url': 'http://thesyndicate.com/allin', 'display_url': 'thesyndicate.com/allin'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'TrungTPhan'}, {'start': 12, 'end': 20, 'username': 'chamath'}]}"
355,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 18, 'quote_count': 0}",2020-12-21T05:25:04.000Z,1340891013481545729,,@TrungTPhan @chamath watch the pod https://t.co/K735xq43mK,"{'urls': [{'start': 35, 'end': 58, 'url': 'https://t.co/K735xq43mK', 'expanded_url': 'http://linktr.ee/allinpodcast', 'display_url': 'linktr.ee/allinpodcast'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'TrungTPhan'}, {'start': 12, 'end': 20, 'username': 'chamath'}]}"
356,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-21T05:24:08.000Z,1340890776788594688,,RT @TrungTPhan: @chamath How @chamath and @Jason helping the “All-In” fam wet their beaks 💦🐤 https://t.co/NjrbV2yIqL,"{'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/NjrbV2yIqL', 'expanded_url': 'https://twitter.com/TrungTPhan/status/1340886626818347009/video/1', 'display_url': 'pic.twitter.com/NjrbV2yIqL'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'TrungTPhan'}, {'start': 16, 'end': 24, 'username': 'chamath'}, {'start': 29, 'end': 37, 'username': 'chamath'}, {'start': 42, 'end': 48, 'username': 'Jason'}]}"
357,"{'retweet_count': 2, 'reply_count': 8, 'like_count': 36, 'quote_count': 1}",2020-12-21T05:23:20.000Z,1340890574082097152,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]","@gauchoeddy 35%

Every time Bitcoin goes through this boom-bust cycle without getting replaced by a better technology, and without getting hacked, it becomes more antifragile and my % of bitcoin zero goes in half.

So... in a couple of more of these Q4 spikes, it could be ""global gold""","{'mentions': [{'start': 0, 'end': 11, 'username': 'gauchoeddy'}]}"
358,"{'retweet_count': 0, 'reply_count': 13, 'like_count': 198, 'quote_count': 0}",2020-12-21T05:21:37.000Z,1340890143171874822,,at least I know how ProfG feels every day #empathy #bigdawg,"{'annotations': [{'start': 20, 'end': 24, 'probability': 0.583, 'type': 'Person', 'normalized_text': 'ProfG'}], 'hashtags': [{'start': 42, 'end': 50, 'tag': 'empathy'}, {'start': 51, 'end': 59, 'tag': 'bigdawg'}]}"
359,"{'retweet_count': 7, 'reply_count': 25, 'like_count': 124, 'quote_count': 7}",2020-12-21T05:20:05.000Z,1340889757400723456,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]",how is this tweet holding up #bitcoin fam? https://t.co/To6phkTBeT,"{'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/To6phkTBeT', 'expanded_url': 'https://twitter.com/Jason/status/1067225544809373696', 'display_url': 'twitter.com/Jason/status/1…'}], 'hashtags': [{'start': 29, 'end': 37, 'tag': 'bitcoin'}]}"
360,"{'retweet_count': 147, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-12-21T05:01:28.000Z,1340885071297794049,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528885138870272', 'name': 'Motorcycles', 'description': 'Motorcycles'}}]","RT @bgurley: Despite if CA is pro/anti tech, SF has a wholly separate problem. Failed government experimental policy has created a combinat…","{'annotations': [{'start': 24, 'end': 25, 'probability': 0.8118, 'type': 'Place', 'normalized_text': 'CA'}, {'start': 45, 'end': 46, 'probability': 0.4163, 'type': 'Place', 'normalized_text': 'SF'}], 'mentions': [{'start': 3, 'end': 11, 'username': 'bgurley'}]}"
361,"{'retweet_count': 7, 'reply_count': 14, 'like_count': 68, 'quote_count': 0}",2020-12-21T05:00:48.000Z,1340884904855289856,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '910307764819259392', 'name': 'San Francisco Police Department', 'description': 'San Francisco Police Department'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528885138870272', 'name': 'Motorcycles', 'description': 'Motorcycles'}}]","The @SFPDTenderloin is begging the citizens of San Francisco to help them on their Twitter handle.... but the citizens of San Francisco elected someone who doesn’t believe in putting criminals in jail: @chesaboudin 

Please follow @SFPDTenderloin &amp; question @chesaboudin daily. https://t.co/R7FQI1QaEx","{'annotations': [{'start': 47, 'end': 59, 'probability': 0.9631, 'type': 'Place', 'normalized_text': 'San Francisco'}, {'start': 83, 'end': 89, 'probability': 0.5338, 'type': 'Organization', 'normalized_text': 'Twitter'}, {'start': 122, 'end': 134, 'probability': 0.9483, 'type': 'Place', 'normalized_text': 'San Francisco'}], 'urls': [{'start': 282, 'end': 305, 'url': 'https://t.co/R7FQI1QaEx', 'expanded_url': 'https://twitter.com/sfpdtenderloin/status/1340877753743118338', 'display_url': 'twitter.com/sfpdtenderloin…'}], 'mentions': [{'start': 4, 'end': 19, 'username': 'SFPDTenderloin'}, {'start': 202, 'end': 214, 'username': 'chesaboudin'}, {'start': 231, 'end': 246, 'username': 'SFPDTenderloin'}, {'start': 262, 'end': 274, 'username': 'chesaboudin'}]}"
362,"{'retweet_count': 125, 'reply_count': 780, 'like_count': 2786, 'quote_count': 84}",2020-12-21T04:31:41.000Z,1340877576483434498,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1007360414114435072', 'name': 'Bitcoin cryptocurrency', 'description': 'Bitcoin Cryptocurrency'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847888632711061504', 'name': 'Personal finance', 'description': 'Personal finance'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}]",Is now a good time to buy bitcoin?,
363,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2020-12-21T03:48:05.000Z,1340866604276432896,,@haralabob @KBagrie Tweet deleted?!?! What am i missing,"{'mentions': [{'start': 0, 'end': 10, 'username': 'haralabob'}, {'start': 11, 'end': 19, 'username': 'KBagrie'}]}"
364,"{'retweet_count': 8, 'reply_count': 4, 'like_count': 33, 'quote_count': 0}",2020-12-21T03:12:48.000Z,1340857725622898695,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]","Founders, if your startup is currently raising $500K+ (or will be in Q1) check out @RemoteDemoDay!

Each month, @LAUNCH selects 7-startups to pitch to +5,000 Angels &amp; VCs of https://t.co/9RjORq91Wd.

It's free to apply &amp; free to participate. 

Apply at: https://t.co/jQSb8TWQU9 https://t.co/FdyKFBaa8Y","{'urls': [{'start': 178, 'end': 201, 'url': 'https://t.co/9RjORq91Wd', 'expanded_url': 'http://thesyndicate.com', 'display_url': 'thesyndicate.com'}, {'start': 262, 'end': 285, 'url': 'https://t.co/jQSb8TWQU9', 'expanded_url': 'http://remotedemoday.com', 'display_url': 'remotedemoday.com'}, {'start': 286, 'end': 309, 'url': 'https://t.co/FdyKFBaa8Y', 'expanded_url': 'https://twitter.com/Jason/status/1340857725622898695/video/1', 'display_url': 'pic.twitter.com/FdyKFBaa8Y'}], 'mentions': [{'start': 83, 'end': 97, 'username': 'remotedemoday'}, {'start': 112, 'end': 119, 'username': 'LAUNCH'}]}"
365,"{'retweet_count': 29, 'reply_count': 38, 'like_count': 408, 'quote_count': 3}",2020-12-21T01:14:29.000Z,1340827949428162562,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '940705992290975744', 'name': 'Nancy Pelosi', 'description': 'US House of Representatives Minority Leader Nancy Pelosi (CA-12)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '940705992290975744', 'name': 'Nancy Pelosi', 'description': 'US House of Representatives Minority Leader Nancy Pelosi (CA-12)'}}, {'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '961705302700654593', 'name': 'United States Congress', 'description': 'United States Congress'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '888193957263400964', 'name': 'Mitch McConnell', 'description': 'US Senator Mitch McConnell (KY)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '888193957263400964', 'name': 'Mitch McConnell', 'description': 'US Senator Mitch McConnell (KY)'}}]","$600

$600!

Way to go @SpeakerPelosi @senatemajldr — you spent months on this and you decided to send people $600 checks!?

You two are the worst... you should both retire &amp; be forced to have the early bird special together for the rest of your days. https://t.co/11mOc3rhb6","{'urls': [{'start': 256, 'end': 279, 'url': 'https://t.co/11mOc3rhb6', 'expanded_url': 'https://twitter.com/nytimes/status/1340793037262381056', 'display_url': 'twitter.com/nytimes/status…'}], 'mentions': [{'start': 23, 'end': 37, 'username': 'SpeakerPelosi'}, {'start': 38, 'end': 51, 'username': 'senatemajldr'}]}"
366,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2020-12-21T01:10:58.000Z,1340827066971746304,,@padigoodspeed So she had a boring life and this spark gave her permission to be dangerous?,"{'mentions': [{'start': 0, 'end': 14, 'username': 'padigoodspeed'}]}"
367,"{'retweet_count': 1, 'reply_count': 5, 'like_count': 45, 'quote_count': 0}",2020-12-21T01:06:25.000Z,1340825919124979712,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596148793345', 'name': 'Business & finance'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596794716162', 'name': 'Financial services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1139229372198469633', 'name': 'Dogecoin cryptocurrency'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '808713037230157824', 'name': 'Elon Musk', 'description': 'Elon Musk'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878777191211008', 'name': 'Leadership', 'description': 'Leadership'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857879456773357569', 'name': 'Technology', 'description': 'Technology'}}]",Dude.... you gotta stop @elonmusk 😂 https://t.co/kUPIVpgkOX,"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/kUPIVpgkOX', 'expanded_url': 'https://twitter.com/bigtechalert/status/1340600088268300288', 'display_url': 'twitter.com/bigtechalert/s…'}], 'mentions': [{'start': 24, 'end': 33, 'username': 'elonmusk'}]}"
368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2020-12-21T00:57:12.000Z,1340823600039821312,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10037586459', 'name': 'HBO'}}, {'domain': {'id': '48', 'name': 'Product', 'description': 'Products created by Brands.  Examples: Ford Explorer, Apple iPhone.'}, 'entity': {'id': '1188958316933730304', 'name': 'HBO Max'}}]",@chrismohney Perfect @hbomax six part series to compete with the stupidity of @TheVowHBO,"{'mentions': [{'start': 0, 'end': 12, 'username': 'chrismohney'}, {'start': 21, 'end': 28, 'username': 'hbomax'}, {'start': 78, 'end': 88, 'username': 'TheVowHBO'}]}"
369,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-12-21T00:54:47.000Z,1340822991202992129,,@EricNewcomer @TWiStartups Hard to compete with his insights,"{'mentions': [{'start': 0, 'end': 13, 'username': 'EricNewcomer'}, {'start': 14, 'end': 26, 'username': 'TWiStartups'}]}"
370,"{'retweet_count': 6, 'reply_count': 18, 'like_count': 126, 'quote_count': 2}",2020-12-21T00:53:36.000Z,1340822694032392192,,Stop having your PR people email me to get on @TWiStartups... just tweet your favorite episode and say I’m the best interviewer in the business —  it’s cheaper and much more effective!,"{'mentions': [{'start': 46, 'end': 58, 'username': 'TWiStartups'}]}"
371,"{'retweet_count': 9, 'reply_count': 10, 'like_count': 82, 'quote_count': 1}",2020-12-21T00:51:46.000Z,1340822235649458176,,This video is amazing... until he catches the little white rabbit and rips it apart  https://t.co/xa3YFWUiLm,"{'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/xa3YFWUiLm', 'expanded_url': 'https://twitter.com/GoPro/status/1102786065537122305/video/1', 'display_url': 'pic.twitter.com/xa3YFWUiLm'}]}"
372,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-12-21T00:49:21.000Z,1340821625902546944,,@AshtonCohen_ @profgalloway I know one of his ghostwriters,"{'mentions': [{'start': 0, 'end': 13, 'username': 'AshtonCohen_'}, {'start': 14, 'end': 27, 'username': 'profgalloway'}]}"
373,"{'retweet_count': 1, 'reply_count': 6, 'like_count': 1, 'quote_count': 0}",2020-12-21T00:48:49.000Z,1340821491265388546,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597222535168', 'name': 'Online Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10028767184', 'name': 'Sonos'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040276669', 'name': 'Spotify'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]","@rupertcheek Outside of Spotify/Sonos, music startups have been VERY hard to make money in... we do have a couple of GREAT investments including @yousician @tonebaseteam &amp; @freedrumrocks","{'annotations': [{'start': 24, 'end': 30, 'probability': 0.4237, 'type': 'Organization', 'normalized_text': 'Spotify'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'rupertcheek'}, {'start': 145, 'end': 155, 'username': 'yousician'}, {'start': 156, 'end': 169, 'username': 'tonebaseteam'}, {'start': 176, 'end': 190, 'username': 'freedrumrocks'}]}"
374,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 14, 'quote_count': 0}",2020-12-21T00:46:45.000Z,1340820971733696513,,"@semil @theallinpod Follow the leader, the Jason Calacanis story","{'annotations': [{'start': 43, 'end': 57, 'probability': 0.8952, 'type': 'Person', 'normalized_text': 'Jason Calacanis'}], 'mentions': [{'start': 0, 'end': 6, 'username': 'semil'}, {'start': 7, 'end': 19, 'username': 'theallinpod'}]}"
