,public_metrics,created_at,id,context_annotations,text,entities
2090,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2020-10-31T17:30:47.000Z,1322591861995831296,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]",@rossetto @IsiahPaskins @DavidHFriedelJr @AlbertVerde8 @KamalaHarris @JoeBiden @TCHOchocolate You’re going to be insufferable if the 🍊 🤡 pulls a 🐇 out of his 🎩 aren’t you? 😂,"{'mentions': [{'start': 0, 'end': 9, 'username': 'rossetto'}, {'start': 10, 'end': 23, 'username': 'IsiahPaskins'}, {'start': 24, 'end': 40, 'username': 'DavidHFriedelJr'}, {'start': 41, 'end': 54, 'username': 'AlbertVerde8'}, {'start': 55, 'end': 68, 'username': 'KamalaHarris'}, {'start': 69, 'end': 78, 'username': 'JoeBiden'}, {'start': 79, 'end': 93, 'username': 'TCHOchocolate'}]}"
2091,"{'retweet_count': 10, 'reply_count': 4, 'like_count': 100, 'quote_count': 1}",2020-10-31T17:21:55.000Z,1322589633989939202,,Seriously 2020? #SeanConnery!! https://t.co/FifulmS22R,"{'urls': [{'start': 31, 'end': 54, 'url': 'https://t.co/FifulmS22R', 'expanded_url': 'https://twitter.com/Jason/status/1322589633989939202/photo/1', 'display_url': 'pic.twitter.com/FifulmS22R'}, {'start': 31, 'end': 54, 'url': 'https://t.co/FifulmS22R', 'expanded_url': 'https://twitter.com/Jason/status/1322589633989939202/photo/1', 'display_url': 'pic.twitter.com/FifulmS22R'}, {'start': 31, 'end': 54, 'url': 'https://t.co/FifulmS22R', 'expanded_url': 'https://twitter.com/Jason/status/1322589633989939202/photo/1', 'display_url': 'pic.twitter.com/FifulmS22R'}], 'hashtags': [{'start': 16, 'end': 28, 'tag': 'SeanConnery'}]}"
2092,"{'retweet_count': 2, 'reply_count': 6, 'like_count': 20, 'quote_count': 0}",2020-10-31T16:56:21.000Z,1322583197062844416,,What is happening?!?! ⁦@theallinpod⁩ https://t.co/XPj9Tm9gCh,"{'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/XPj9Tm9gCh', 'expanded_url': 'https://twitter.com/Jason/status/1322583197062844416/video/1', 'display_url': 'pic.twitter.com/XPj9Tm9gCh'}], 'mentions': [{'start': 23, 'end': 35, 'username': 'theallinpod'}]}"
2093,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-10-31T16:53:11.000Z,1322582402594562048,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '849075881653846016', 'name': 'Startups', 'description': 'Startups'}}]","RT @chrishlad: THE Angel Investor you definitely HAVE heard of : @Jason 

1 book, 51 podcast guest appearances👇

@apompliano 
@jordanharbin…","{'mentions': [{'start': 3, 'end': 13, 'username': 'chrishlad'}, {'start': 65, 'end': 71, 'username': 'Jason'}, {'start': 113, 'end': 124, 'username': 'APompliano'}]}"
2094,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-10-31T16:51:59.000Z,1322582098499137536,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '875006493984149509', 'name': 'Kamala Harris', 'description': 'US Senator Kamala Harris (CA)'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '10040395078', 'name': 'Joe Biden', 'description': 'Former US Vice President Joe Biden'}}]","@rossetto @IsiahPaskins @DavidHFriedelJr @AlbertVerde8 You should make a @KamalaHarris / @JoeBiden @TCHOchocolate victory colab commutative bar! 🍫 🗳 

Make the outside a ballot where you vote for the % of cacao — instant best seller","{'mentions': [{'start': 0, 'end': 9, 'username': 'rossetto'}, {'start': 10, 'end': 23, 'username': 'IsiahPaskins'}, {'start': 24, 'end': 40, 'username': 'DavidHFriedelJr'}, {'start': 41, 'end': 54, 'username': 'AlbertVerde8'}, {'start': 73, 'end': 86, 'username': 'KamalaHarris'}, {'start': 89, 'end': 98, 'username': 'JoeBiden'}, {'start': 99, 'end': 113, 'username': 'TCHOchocolate'}]}"
2095,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",2020-10-31T16:49:09.000Z,1322581387031900165,,@einarwhat @AggersV It’s guessing and then using the @nyuniversity brand to validate yourself — before destroying both!,"{'mentions': [{'start': 0, 'end': 10, 'username': 'einarwhat'}, {'start': 11, 'end': 19, 'username': 'AggersV'}, {'start': 53, 'end': 66, 'username': 'nyuniversity'}]}"
2096,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}",2020-10-31T16:41:51.000Z,1322579548827889664,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781972125171060736', 'name': 'Auto'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597302226944', 'name': 'Transportation'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781972125179518977', 'name': 'Auto Manufacturer'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597251964928', 'name': 'Car Rental/Sharing'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040709681', 'name': 'Uber'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847528391163092993', 'name': 'Automotive', 'description': 'Car culture'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528576551337984', 'name': 'Hybrid and electric vehicles', 'description': 'Hybrid and electric vehicles'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847528646185070592', 'name': 'Luxury Cars', 'description': 'Luxury'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10044199219', 'name': 'Tesla Motors'}}]","@dzhng In related news, prof Gman reports tesla and Uber will be $0 stocks last year 🤦🏻‍♂️","{'annotations': [{'start': 42, 'end': 46, 'probability': 0.589, 'type': 'Organization', 'normalized_text': 'tesla'}, {'start': 52, 'end': 55, 'probability': 0.9671, 'type': 'Organization', 'normalized_text': 'Uber'}], 'mentions': [{'start': 0, 'end': 6, 'username': 'dzhng'}]}"
2097,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2020-10-31T15:49:56.000Z,1322566485680693248,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '841378993408425985', 'name': 'Wine', 'description': 'Wine'}}]",@robertmclaws I’m counting on @DavidSacks and @chamath to ship wine to our protective bubbles https://t.co/tNKjbKABwN,"{'urls': [{'start': 94, 'end': 117, 'url': 'https://t.co/tNKjbKABwN', 'expanded_url': 'https://twitter.com/Jason/status/1322566485680693248/photo/1', 'display_url': 'pic.twitter.com/tNKjbKABwN'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'robertmclaws'}, {'start': 30, 'end': 41, 'username': 'DavidSacks'}, {'start': 46, 'end': 54, 'username': 'chamath'}]}"
2098,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-10-31T15:48:47.000Z,1322566193648074753,"[{'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026364281', 'name': 'Apple'}}]",@jw And where’s my Gowalla tablet and term sheet?!?!,"{'mentions': [{'start': 0, 'end': 3, 'username': 'jw'}]}"
2099,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2020-10-31T15:48:26.000Z,1322566107945865221,,@jw I think they’re just like the rest of us https://t.co/UBBiIn2Jue,"{'urls': [{'start': 45, 'end': 68, 'url': 'https://t.co/UBBiIn2Jue', 'expanded_url': 'https://twitter.com/Jason/status/1322566107945865221/photo/1', 'display_url': 'pic.twitter.com/UBBiIn2Jue'}], 'mentions': [{'start': 0, 'end': 3, 'username': 'jw'}]}"
2100,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2020-10-31T15:45:16.000Z,1322565308280795137,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': 'US President Donald Trump'}}]",@rossetto @IsiahPaskins @DavidHFriedelJr @AlbertVerde8 If trump loses what do we do without our TDS??!?!! 😂😂😂,"{'annotations': [{'start': 58, 'end': 62, 'probability': 0.9991, 'type': 'Person', 'normalized_text': 'trump'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'rossetto'}, {'start': 10, 'end': 23, 'username': 'IsiahPaskins'}, {'start': 24, 'end': 40, 'username': 'DavidHFriedelJr'}, {'start': 41, 'end': 54, 'username': 'AlbertVerde8'}]}"
2101,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-10-31T15:12:40.000Z,1322557104087920643,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847869023953879040', 'name': 'Performance arts', 'description': 'Performance arts'}}, {'domain': {'id': '94', 'name': 'Journalist', 'description': ""A journalist like 'Anderson Cooper'""}, 'entity': {'id': '1052298874918907904', 'name': 'Kara Swisher', 'description': 'Kara Swisher'}}]","@karaswisher Just put red lines and arrows in it, and pair it with a podcast, to make it a piece of performance art [ chefs kiss emoji ]","{'mentions': [{'start': 0, 'end': 12, 'username': 'karaswisher'}]}"
2102,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 23, 'quote_count': 0}",2020-10-31T15:10:48.000Z,1322556634925682688,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043189046', 'name': 'The Atlantic'}}]",This editors note is in the running for the most interesting piece of journalism in 2020 😂😂😂 — Niche Sports Are No Longer an Ivy League Admissions Plan - The Atlantic https://t.co/Hp3QRNm3gK,"{'urls': [{'start': 167, 'end': 190, 'url': 'https://t.co/Hp3QRNm3gK', 'expanded_url': 'https://www.theatlantic.com/magazine/archive/2020/11/squash-lacrosse-niche-sports-ivy-league-admissions/616474/', 'display_url': 'theatlantic.com/magazine/archi…'}]}"
2103,"{'retweet_count': 0, 'reply_count': 12, 'like_count': 88, 'quote_count': 1}",2020-10-31T14:59:45.000Z,1322553854731247619,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '825047692124442624', 'name': 'Food', 'description': 'Food'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '841378993408425985', 'name': 'Wine', 'description': 'Wine'}}]","It’s certainly going to be a lot of laughs... or tears. Bring a bottle of wine, just in case. 😂 https://t.co/BdhDKZwYH2","{'urls': [{'start': 96, 'end': 119, 'url': 'https://t.co/BdhDKZwYH2', 'expanded_url': 'https://twitter.com/chamath/status/1322548092239949824', 'display_url': 'twitter.com/chamath/status…'}]}"
2104,"{'retweet_count': 1563, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-10-31T05:54:51.000Z,1322416728215728128,,"RT @rivatez: Been in SF for 2 hours and it’s heartbreaking. Streets lined with people keeled over, worse than ever. Drugs everywhere. I ste…","{'mentions': [{'start': 3, 'end': 11, 'username': 'rivatez'}]}"
2105,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2020-10-31T05:48:49.000Z,1322415208405495808,,"@TheCurrencyKid1 You’re trying to make people laugh, and that’s virtuous",
2106,"{'retweet_count': 3, 'reply_count': 13, 'like_count': 120, 'quote_count': 1}",2020-10-31T05:45:51.000Z,1322414459546005504,,"I see the best in people, then tell them what I see.",
2107,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2020-10-31T05:45:20.000Z,1322414331804315648,,@webdevMason I get that a lot,"{'mentions': [{'start': 0, 'end': 12, 'username': 'webdevMason'}]}"
