,context_annotations,created_at,text,entities,id,public_metrics
2023,,2013-11-10T20:08:37.000Z,"If you think of Snapchat as a highly-trusted messaging app, rather than an ephemeral social network, its potential makes a lot more sense.","{'annotations': [{'start': 16, 'end': 23, 'probability': 0.8409, 'type': 'Product', 'normalized_text': 'Snapchat'}]}",399629689594978305,"{'retweet_count': 17, 'reply_count': 5, 'like_count': 19, 'quote_count': 0}"
2024,,2013-11-10T03:48:13.000Z,"This prediction was pretty close. Almost everyone took the under. 
https://t.co/MgQUU4FiWq","{'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/MgQUU4FiWq', 'expanded_url': 'https://twitter.com/davidsacks/status/378279427202764801', 'display_url': 'twitter.com/davidsacks/sta…'}]}",399382962308788226,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 6, 'quote_count': 0}"
2025,,2013-11-09T02:08:57.000Z,Congrats @georgezachary - original Twitter angel investor. 1000X increase in valuation. http://t.co/eSTxxto5zu,"{'annotations': [{'start': 35, 'end': 41, 'probability': 0.4733, 'type': 'Organization', 'normalized_text': 'Twitter'}], 'mentions': [{'start': 9, 'end': 23, 'username': 'georgezachary'}], 'urls': [{'start': 88, 'end': 110, 'url': 'http://t.co/eSTxxto5zu', 'expanded_url': 'http://bloom.bg/1c2yPsq', 'display_url': 'bloom.bg/1c2yPsq'}]}",398995594108100608,"{'retweet_count': 31, 'reply_count': 6, 'like_count': 40, 'quote_count': 0}"
2026,,2013-11-08T05:46:52.000Z,Congrats to @dickc @ev @jack @peterfenton @sacca @twitter. A revolutionary product from the start. It inspired Yammer and many others.,"{'mentions': [{'start': 12, 'end': 18, 'username': 'dickc'}, {'start': 19, 'end': 22, 'username': 'ev'}, {'start': 23, 'end': 28, 'username': 'jack'}, {'start': 29, 'end': 41, 'username': 'peterfenton'}, {'start': 42, 'end': 48, 'username': 'sacca'}, {'start': 49, 'end': 57, 'username': 'Twitter'}]}",398688048763772928,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 24, 'quote_count': 0}"
2027,,2013-11-07T19:41:10.000Z,I'm reminded of why I love Silicon Valley on days when the rest of the world starts having the conversations we had 5 years ago.,"{'annotations': [{'start': 27, 'end': 40, 'probability': 0.4076, 'type': 'Place', 'normalized_text': 'Silicon Valley'}]}",398535618541539328,"{'retweet_count': 24, 'reply_count': 5, 'like_count': 44, 'quote_count': 0}"
2028,,2013-11-05T03:50:35.000Z,RT @salesforce: Marc @Benioff on Why Telesales Works http://t.co/fu620zOU3v,"{'annotations': [{'start': 16, 'end': 19, 'probability': 0.8977, 'type': 'Person', 'normalized_text': 'Marc'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'salesforce'}, {'start': 21, 'end': 29, 'username': 'Benioff'}], 'urls': [{'start': 53, 'end': 75, 'url': 'http://t.co/fu620zOU3v', 'expanded_url': 'http://bddy.me/175dFwf', 'display_url': 'bddy.me/175dFwf'}]}",397571620002205696,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2029,,2013-11-05T03:39:38.000Z,"RT @davemcclure: wow: re-watching old 2010 video ""Paypal Mafia 2.0"" intvw - some amazing entrepreneurs @MLevchin @JeremyS @DavidSacks http:…","{'annotations': [{'start': 50, 'end': 65, 'probability': 0.24, 'type': 'Product', 'normalized_text': 'Paypal Mafia 2.0'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'davemcclure'}, {'start': 103, 'end': 112, 'username': 'mlevchin'}, {'start': 113, 'end': 121, 'username': 'jeremys'}, {'start': 122, 'end': 133, 'username': 'DavidSacks'}]}",397568863241379840,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2030,,2013-11-04T03:00:27.000Z,@aileenlee What % of unicorn founders previously worked at a unicorn? My guess: industry experience irrelevant but unicorn experience huge.,"{'mentions': [{'start': 0, 'end': 10, 'username': 'aileenlee'}]}",397196614097313792,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}"
2031,,2013-11-03T23:35:36.000Z,The new mascot of Silicon Valley. http://t.co/3nrJTyos9b,"{'annotations': [{'start': 18, 'end': 31, 'probability': 0.6727, 'type': 'Place', 'normalized_text': 'Silicon Valley'}], 'urls': [{'start': 34, 'end': 56, 'url': 'http://t.co/3nrJTyos9b', 'expanded_url': 'https://twitter.com/DavidSacks/status/397145061890080768/photo/1', 'display_url': 'pic.twitter.com/3nrJTyos9b'}]}",397145061890080768,"{'retweet_count': 24, 'reply_count': 8, 'like_count': 40, 'quote_count': 0}"
2032,,2013-11-03T01:13:32.000Z,"Amazing research by @aileenlee on billion-dollar startups (or ""unicorns"") over last 10 years http://t.co/GzcAwGr5Yx","{'mentions': [{'start': 20, 'end': 30, 'username': 'aileenlee'}], 'urls': [{'start': 93, 'end': 115, 'url': 'http://t.co/GzcAwGr5Yx', 'expanded_url': 'http://techcrunch.com/2013/11/02/welcome-to-the-unicorn-club', 'display_url': 'techcrunch.com/2013/11/02/wel…'}]}",396807321768062976,"{'retweet_count': 17, 'reply_count': 3, 'like_count': 17, 'quote_count': 0}"
2033,,2013-11-02T21:01:47.000Z,A growth swat team is a really smart value-add for a VC who's done it before to offer. http://t.co/gaH52ovlVw,"{'urls': [{'start': 87, 'end': 109, 'url': 'http://t.co/gaH52ovlVw', 'expanded_url': 'http://dthin.gs/19XvPOI', 'display_url': 'dthin.gs/19XvPOI'}]}",396743967045607424,"{'retweet_count': 8, 'reply_count': 2, 'like_count': 34, 'quote_count': 0}"
2034,,2013-11-01T20:47:21.000Z,The success of 5S over 5C is a reminder that functionality upgrades trump style upgrades. Tech will never be the fashion industry.,"{'annotations': [{'start': 68, 'end': 72, 'probability': 0.9428, 'type': 'Person', 'normalized_text': 'trump'}]}",396377947588030465,"{'retweet_count': 2, 'reply_count': 6, 'like_count': 11, 'quote_count': 0}"
2035,,2013-11-01T15:58:04.000Z,The browser is the long tail of apps you haven't installed yet.,,396305146155896832,"{'retweet_count': 26, 'reply_count': 2, 'like_count': 22, 'quote_count': 0}"
2036,,2013-10-30T20:42:29.000Z,At this point Mark Zuckerberg can wear his hoodie wherever he damn well pleases.,"{'annotations': [{'start': 14, 'end': 28, 'probability': 0.9941, 'type': 'Person', 'normalized_text': 'Mark Zuckerberg'}]}",395651947203919872,"{'retweet_count': 25, 'reply_count': 2, 'like_count': 32, 'quote_count': 0}"
2037,,2013-10-25T21:12:04.000Z,"Unless it's a viral mousetrap, the world will not actually beat a path to your door.",,393847451695587328,"{'retweet_count': 6, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}"
2038,,2013-10-24T19:52:22.000Z,Sometimes throwing bodies at a problem does actually work.,,393465007091884032,"{'retweet_count': 4, 'reply_count': 10, 'like_count': 5, 'quote_count': 0}"
2039,,2013-10-24T17:51:32.000Z,I'm seeing lots of brilliant product founders who haven't thought about their growth strategy and then feel lost.,,393434599193194496,"{'retweet_count': 6, 'reply_count': 3, 'like_count': 12, 'quote_count': 0}"
2040,,2013-10-24T17:47:27.000Z,"Hierarchy of Startup Skills (in ascending order):
- business
- technical
- product / design 
- growth",,393433572473720832,"{'retweet_count': 13, 'reply_count': 2, 'like_count': 37, 'quote_count': 0}"
2041,,2013-10-24T04:03:27.000Z,"Dinner Companion 1: ""I don't care what any of you think.""
Dinner Companion 2: ""That's why you follow us all on twitter.""","{'annotations': [{'start': 111, 'end': 117, 'probability': 0.7113, 'type': 'Product', 'normalized_text': 'twitter'}]}",393226204330725377,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 15, 'quote_count': 0}"
2042,,2013-10-23T17:18:38.000Z,Hardest part about creating a new marketplace or social site is not imagining how it works at scale but how it gets off the ground.,,393063929917612032,"{'retweet_count': 18, 'reply_count': 10, 'like_count': 31, 'quote_count': 0}"
2043,,2013-10-17T18:49:14.000Z,"@MissyTitus @ModeAnalytics @VentureBeat @chrissyfarr Actually I said Mode was the best ""product-founder fit"" I've seen.","{'mentions': [{'start': 0, 'end': 11, 'username': 'MissyTitus'}, {'start': 12, 'end': 26, 'username': 'ModeAnalytics'}, {'start': 27, 'end': 39, 'username': 'VentureBeat'}, {'start': 40, 'end': 52, 'username': 'chrissyfarr'}]}",390912403065409536,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
2044,,2013-10-17T17:47:15.000Z,.@ModeAnalytics will do for analytics what GitHub has done for code. Pleased to be leading their seed round. http://t.co/mgt7Jnla4b,"{'annotations': [{'start': 43, 'end': 48, 'probability': 0.5166, 'type': 'Organization', 'normalized_text': 'GitHub'}], 'mentions': [{'start': 1, 'end': 15, 'username': 'ModeAnalytics'}], 'urls': [{'start': 109, 'end': 131, 'url': 'http://t.co/mgt7Jnla4b', 'expanded_url': 'http://gigaom.com/2013/10/17/ex-yammer-trio-launches-mode-github-for-data-analysis/', 'display_url': 'gigaom.com/2013/10/17/ex-…'}]}",390896803396485121,"{'retweet_count': 18, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}"
2045,,2013-10-17T02:04:52.000Z,Geographic density is the new network effect.,,390659644659494912,"{'retweet_count': 16, 'reply_count': 4, 'like_count': 13, 'quote_count': 0}"
2046,,2013-10-13T00:17:23.000Z,Uber-ification = the slimming down of application interfaces into push-button experiences that do one thing. The next consumerization.,"{'annotations': [{'start': 0, 'end': 3, 'probability': 0.7164, 'type': 'Organization', 'normalized_text': 'Uber'}]}",389183045548273665,"{'retweet_count': 166, 'reply_count': 14, 'like_count': 147, 'quote_count': 1}"
2047,,2013-10-11T15:05:42.000Z,"RT @deborahgage: Behind the best innovations in Silicon Valley are annoying, obvious problems that don't have to be that way http://t.co/Rk…","{'annotations': [{'start': 48, 'end': 61, 'probability': 0.9143, 'type': 'Place', 'normalized_text': 'Silicon Valley'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'deborahgage'}]}",388681823754014720,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2048,,2013-10-10T22:00:46.000Z,"@satyap I ""sold"" Uber to a lot of people, but it almost always occurred at the moment when we needed a ride.","{'annotations': [{'start': 17, 'end': 20, 'probability': 0.7676, 'type': 'Organization', 'normalized_text': 'Uber'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'satyap'}]}",388423889589510144,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}"
2049,,2013-10-10T20:49:15.000Z,"@satyap Similarly, Square grows when a small business discovers it as a payor. It's a viral loop with a physical world nexus.","{'mentions': [{'start': 0, 'end': 7, 'username': 'satyap'}]}",388405892212723712,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}"
2050,,2013-10-10T20:44:28.000Z,"@satyap The fact that people often share a cab was fundamental to Uber's growth. As soon as you give a friend a ride, they're hooked.","{'annotations': [{'start': 66, 'end': 69, 'probability': 0.8046, 'type': 'Organization', 'normalized_text': 'Uber'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'satyap'}]}",388404687805759488,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}"
2051,,2013-10-10T20:35:56.000Z,@satyap Definitely. But I'm describing a different idea where an application's presence in the physical world creates a new viral channel.,"{'mentions': [{'start': 0, 'end': 7, 'username': 'satyap'}]}",388402542490558464,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}"
2052,,2013-10-10T19:34:00.000Z,"Square and Uber appear to be examples of real-world virality, where a product grows because others observe its use in the physical world.","{'annotations': [{'start': 11, 'end': 14, 'probability': 0.8744, 'type': 'Organization', 'normalized_text': 'Uber'}]}",388386955819372544,"{'retweet_count': 39, 'reply_count': 4, 'like_count': 32, 'quote_count': 0}"
2053,,2013-10-10T19:28:33.000Z,RT @SeanEllis: How is @Square really growing? This is likely the most detailed analysis ever written http://t.co/vEWtCvZZBw,"{'mentions': [{'start': 3, 'end': 13, 'username': 'SeanEllis'}, {'start': 22, 'end': 29, 'username': 'Square'}], 'urls': [{'start': 101, 'end': 123, 'url': 'http://t.co/vEWtCvZZBw', 'expanded_url': 'http://www.growthhackers.com/companies/square/', 'display_url': 'growthhackers.com/companies/squa…'}]}",388385581614391296,"{'retweet_count': 30, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2054,,2013-10-10T19:17:25.000Z,"RT @vpdn: When to go for freemium and when to go for premium. @DavidSacks gives some great advice.

http://t.co/Y4vF7axIdZ","{'mentions': [{'start': 3, 'end': 8, 'username': 'vpdn'}, {'start': 62, 'end': 73, 'username': 'DavidSacks'}], 'urls': [{'start': 100, 'end': 122, 'url': 'http://t.co/Y4vF7axIdZ', 'expanded_url': 'http://blogs.wsj.com/accelerators/2013/03/01/when-freemium-beats-premium/', 'display_url': 'blogs.wsj.com/accelerators/2…'}]}",388382783116017664,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2055,,2013-10-03T00:52:40.000Z,"RT @bradsilverberg: If you don't want Bill Gates as chairman of Microsoft, you shouldn't be an investor in the company.","{'annotations': [{'start': 38, 'end': 47, 'probability': 0.974, 'type': 'Person', 'normalized_text': 'Bill Gates'}, {'start': 64, 'end': 72, 'probability': 0.8914, 'type': 'Organization', 'normalized_text': 'Microsoft'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'bradsilverberg'}]}",385568044832940032,"{'retweet_count': 56, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2056,,2013-09-29T03:35:32.000Z,"When people are focused on how cheap the deal is, rather than how big the opportunity is, it's always a bad deal.",,384159482319618048,"{'retweet_count': 31, 'reply_count': 2, 'like_count': 30, 'quote_count': 0}"
2057,,2013-09-28T15:52:14.000Z,RT @berkeleyjess: My post on the @YammerAnalytics blog about my transition from academic to data diva: https://t.co/DRZrbsFl7h,"{'mentions': [{'start': 3, 'end': 16, 'username': 'berkeleyjess'}]}",383982489720848385,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2058,,2013-09-23T18:15:27.000Z,"Earth: Give us cheap 5"" phones and we'll give you the next OS monopoly.
Apple: No. Here are shiny new icons.
Earth: Hello Android.","{'annotations': [{'start': 122, 'end': 128, 'probability': 0.8012, 'type': 'Product', 'normalized_text': 'Android'}]}",382206594231967744,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 5, 'quote_count': 0}"
2059,,2013-09-20T22:13:33.000Z,@toddrew Technically yes. But most people think about cab situations and driving situations as fairly distinct scenarios.,"{'mentions': [{'start': 0, 'end': 8, 'username': 'toddrew'}]}",381179349296099328,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}"
2060,,2013-09-20T22:10:31.000Z,"""The new lords of business are engineers in hoodies, not MBAs in pinstripes."" -- The Economist http://t.co/6N6Lfh1DXb","{'annotations': [{'start': 81, 'end': 93, 'probability': 0.5926, 'type': 'Organization', 'normalized_text': 'The Economist'}], 'urls': [{'start': 95, 'end': 117, 'url': 'http://t.co/6N6Lfh1DXb', 'expanded_url': 'http://www.economist.com/news/business/21586524-mckinsey-looks-set-stay-top-heap-management-consulting-future-firm', 'display_url': 'economist.com/news/business/…'}]}",381178584481533953,"{'retweet_count': 25, 'reply_count': 4, 'like_count': 19, 'quote_count': 0}"
2061,,2013-09-15T00:28:29.000Z,RT @shervin: Scale or fail.,"{'mentions': [{'start': 3, 'end': 11, 'username': 'shervin'}]}",379038979313528832,"{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2062,,2013-09-12T23:55:13.000Z,"Why Uber/Lyft market is so much bigger than people think: it's not a substitute for cabs, it's a substitute for driving.","{'annotations': [{'start': 4, 'end': 7, 'probability': 0.817, 'type': 'Organization', 'normalized_text': 'Uber'}, {'start': 9, 'end': 12, 'probability': 0.8401, 'type': 'Organization', 'normalized_text': 'Lyft'}]}",378305832602980353,"{'retweet_count': 216, 'reply_count': 37, 'like_count': 169, 'quote_count': 0}"
2063,,2013-09-12T22:10:18.000Z,My over/under for Twitter at end of first day of trading: $25B,"{'annotations': [{'start': 18, 'end': 24, 'probability': 0.6147, 'type': 'Product', 'normalized_text': 'Twitter'}]}",378279427202764801,"{'retweet_count': 3, 'reply_count': 6, 'like_count': 4, 'quote_count': 0}"
2064,,2013-09-12T22:04:22.000Z,"RT @parislemon: From ""that's the dumbest idea I've ever heard of"" to ""no one outside tech will ever use that"" to ""that will never make any …","{'mentions': [{'start': 3, 'end': 14, 'username': 'parislemon'}]}",378277933179097088,"{'retweet_count': 372, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2065,,2013-09-09T00:47:13.000Z,RT @pgallen90: .@DavidSacks just discovered the mega-tweet http://t.co/KGQuoVktFP,"{'mentions': [{'start': 3, 'end': 13, 'username': 'pgallen90'}, {'start': 16, 'end': 27, 'username': 'DavidSacks'}], 'urls': [{'start': 59, 'end': 81, 'url': 'http://t.co/KGQuoVktFP', 'expanded_url': 'https://twitter.com/pgallen90/status/376791322482716672/photo/1', 'display_url': 'pic.twitter.com/KGQuoVktFP'}]}",376869365611626496,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2066,,2013-09-08T19:16:39.000Z,3. Extensibility = leverage your current model gives you into adjacent opportunities and markets.,,376786176012599296,"{'retweet_count': 7, 'reply_count': 3, 'like_count': 21, 'quote_count': 0}"
2067,,2013-09-08T19:15:44.000Z,"1. Scaleability = capacity to grow current model. 
2. Defensibility = inability of competitors to undercut or disrupt you.",,376785946101837824,"{'retweet_count': 8, 'reply_count': 2, 'like_count': 23, 'quote_count': 0}"
2068,,2013-09-08T19:11:40.000Z,"Strong strategic position = 3 things:
1. Scaleability
2. Defensibility 
3. Extensibility",,376784923870261248,"{'retweet_count': 26, 'reply_count': 5, 'like_count': 52, 'quote_count': 0}"
2069,,2013-09-08T04:30:57.000Z,RT @yammeradam: Australia is ahead of the curve. Thoughts from my trip to Australia so far. #responsiveorg http://t.co/W2eNOziAa8,"{'annotations': [{'start': 16, 'end': 24, 'probability': 0.9839, 'type': 'Place', 'normalized_text': 'Australia'}, {'start': 74, 'end': 82, 'probability': 0.9979, 'type': 'Place', 'normalized_text': 'Australia'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'yammeradam'}], 'hashtags': [{'start': 92, 'end': 106, 'tag': 'responsiveorg'}], 'urls': [{'start': 107, 'end': 129, 'url': 'http://t.co/W2eNOziAa8', 'expanded_url': 'http://blog.yammer.com/blog/2013/09/heaps-knowledge-insights-australia.html', 'display_url': 'blog.yammer.com/blog/2013/09/h…'}]}",376563281302790144,"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2070,,2013-09-08T04:16:04.000Z,"RT @cdixon: ""The five cognitive distortions of people who get stuff done"" http://t.co/bBRCdO7CaR","{'mentions': [{'start': 3, 'end': 10, 'username': 'cdixon'}], 'urls': [{'start': 74, 'end': 96, 'url': 'http://t.co/bBRCdO7CaR', 'expanded_url': 'http://quarry.stanford.edu/xapm1111126lse/docs/02_LSE_Cognitive.pdf', 'display_url': 'quarry.stanford.edu/xapm1111126lse…'}]}",376559536045170688,"{'retweet_count': 182, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2071,,2013-09-07T19:38:19.000Z,"In the technology business, revenue is the lagging indicator, and strategic position is the leading indicator.",,376429242264739840,"{'retweet_count': 56, 'reply_count': 6, 'like_count': 53, 'quote_count': 0}"
2072,,2013-09-06T18:50:31.000Z,RT @VentureBeat: This is how Elon Musk designs rocket in immersive 3D virtual reality http://t.co/aTBxoMypUU by @johnkoetsier,"{'annotations': [{'start': 29, 'end': 37, 'probability': 0.3388, 'type': 'Person', 'normalized_text': 'Elon Musk'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'VentureBeat'}, {'start': 112, 'end': 125, 'username': 'johnkoetsier'}], 'urls': [{'start': 86, 'end': 108, 'url': 'http://t.co/aTBxoMypUU', 'expanded_url': 'http://wp.me/p1re2-3owx', 'display_url': 'wp.me/p1re2-3owx'}]}",376054824434802688,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2073,,2013-09-06T18:36:29.000Z,Why I love @charlierose: he devotes the full hour to Salinger. http://t.co/AOXt25hlBU,"{'annotations': [{'start': 53, 'end': 60, 'probability': 0.8857, 'type': 'Person', 'normalized_text': 'Salinger'}], 'mentions': [{'start': 11, 'end': 23, 'username': 'charlierose'}], 'urls': [{'start': 63, 'end': 85, 'url': 'http://t.co/AOXt25hlBU', 'expanded_url': 'http://www.charlierose.com/watch/60262278', 'display_url': 'charlierose.com/watch/60262278'}]}",376051292977647616,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}"
2074,,2013-09-04T16:11:15.000Z,RT @getmoreclarity: The Definitive Guide to Growth Hacking http://t.co/rqTH1NV1FU #infographic,"{'mentions': [{'start': 3, 'end': 18, 'username': 'getmoreclarity'}], 'hashtags': [{'start': 82, 'end': 94, 'tag': 'infographic'}], 'urls': [{'start': 59, 'end': 81, 'url': 'http://t.co/rqTH1NV1FU', 'expanded_url': 'http://buff.ly/17BNTLK', 'display_url': 'buff.ly/17BNTLK'}]}",375289968513794048,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2075,,2013-08-29T18:49:22.000Z,RT @paulpayne1: Interesting interview with @Yammer founder David Sacks on the challenges of enterprise #cloud @Bizspark http://t.co/lrndYXO…,"{'annotations': [{'start': 59, 'end': 69, 'probability': 0.9861, 'type': 'Person', 'normalized_text': 'David Sacks'}], 'mentions': [{'start': 3, 'end': 14, 'username': 'paulpayne1'}, {'start': 43, 'end': 50, 'username': 'Yammer'}], 'hashtags': [{'start': 103, 'end': 109, 'tag': 'cloud'}]}",373155431654637568,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2076,,2013-08-29T18:35:40.000Z,RT @simongterry: Leveraging @davidsacks informative &amp; actionable talk on enterprise sales - where to focus innovation http://t.co/1QBm9C0DyK,"{'mentions': [{'start': 3, 'end': 15, 'username': 'simongterry'}, {'start': 28, 'end': 39, 'username': 'DavidSacks'}], 'urls': [{'start': 122, 'end': 144, 'url': 'http://t.co/1QBm9C0DyK', 'expanded_url': 'http://simonterry.tumblr.com/post/59523605206/scaling-enterprise-sales', 'display_url': 'simonterry.tumblr.com/post/595236052…'}]}",373151983018201088,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2077,,2013-08-27T16:45:56.000Z,@lkombs @evansolomon The writer Christopher Buckley (author of Thank You For Smoking among other things) told me that. All credit to him.,"{'annotations': [{'start': 32, 'end': 50, 'probability': 0.9893, 'type': 'Person', 'normalized_text': 'Christopher Buckley'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'LKombs'}, {'start': 8, 'end': 20, 'username': 'evansolomon'}]}",372399592601440256,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}"
2078,,2013-08-22T03:38:24.000Z,"A/B testing is best used to evaluate risky product changes, not to choose between 41 shades of blue. - via @the_neil","{'mentions': [{'start': 107, 'end': 116, 'username': 'the_neil'}]}",370389463504932866,"{'retweet_count': 17, 'reply_count': 3, 'like_count': 18, 'quote_count': 0}"
2079,,2013-08-22T03:34:28.000Z,"RT @alanlepo: Here's a great visual explanation of how Yammer designs, develops, tests and rolls out new features https://t.co/VsFHa8pFa1 #…","{'mentions': [{'start': 3, 'end': 12, 'username': 'alanlepo'}], 'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/VsFHa8pFa1', 'expanded_url': 'https://about.yammer.com/product/development/', 'display_url': 'about.yammer.com/product/develo…'}]}",370388476140597248,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2080,,2013-08-15T07:42:38.000Z,My advice to @getchute on why startups should avoid sub-brands via WSJ Startup of the Year http://t.co/DtpNug4fHW,"{'annotations': [{'start': 67, 'end': 69, 'probability': 0.6504, 'type': 'Organization', 'normalized_text': 'WSJ'}], 'mentions': [{'start': 13, 'end': 22, 'username': 'getchute'}], 'urls': [{'start': 91, 'end': 113, 'url': 'http://t.co/DtpNug4fHW', 'expanded_url': 'http://m.youtube.com/watch?v=pO-fRmqnCoM&desktop_uri=%2Fwatch%3Fv%3DpO-fRmqnCoM&desktop_uri=%2Fwatch%3Fv%3DpO-fRmqnCoM%26desktop_uri%3D%252Fwatch%253Fv%253DpO-fRmqnCoM', 'display_url': 'm.youtube.com/watch?v=pO-fRm…'}]}",367914212300816384,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}"
2081,,2013-08-14T01:07:56.000Z,My comment on an answer to Where is the best city to live for an entrepreneur that has a startup dedicated to produc… http://t.co/gFfuYpxKVp,"{'urls': [{'start': 118, 'end': 140, 'url': 'http://t.co/gFfuYpxKVp', 'expanded_url': 'http://qr.ae/IWmLM', 'display_url': 'qr.ae/IWmLM'}]}",367452494676635648,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}"
2082,,2013-08-11T16:49:27.000Z,RT @W_ScottWeiss: A few paragraphs about what @a16z looks for during pitch meetings... http://t.co/ukytnKC0zh Part of the accelerators prog…,"{'urls': [{'start': 87, 'end': 109, 'url': 'http://t.co/ukytnKC0zh', 'expanded_url': 'http://on.wsj.com/1cOgvmk', 'display_url': 'on.wsj.com/1cOgvmk'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'W_ScottWeiss'}, {'start': 46, 'end': 51, 'username': 'a16z'}]}",366602271800299520,"{'retweet_count': 20, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}"
2083,,2013-08-08T01:51:24.000Z,Thanks! RT @nlevchin: Sacks - that talk was phenomenal on so many levels! RT @bling0: @DavidSacks at KV CEO Summit http://t.co/HrMwUQJ0jn,"{'annotations': [{'start': 101, 'end': 113, 'probability': 0.6114, 'type': 'Organization', 'normalized_text': 'KV CEO Summit'}], 'urls': [{'start': 115, 'end': 137, 'url': 'http://t.co/HrMwUQJ0jn', 'expanded_url': 'http://www.khoslaventures.com/new-sales-models/', 'display_url': 'khoslaventures.com/new-sales-mode…'}], 'mentions': [{'start': 11, 'end': 20, 'username': 'nlevchin'}, {'start': 77, 'end': 84, 'username': 'bling0'}, {'start': 86, 'end': 97, 'username': 'DavidSacks'}]}",365289106877591555,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}"
2084,,2013-08-04T16:59:54.000Z,The deeper solution is to clarify that software features are not patentable. Copying features has always been part of our industry.,,364068187416952832,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}"
2085,,2013-08-04T16:49:17.000Z,Glad to see that patent-troll legislation is gaining steam. These bills address symptoms of the problem. http://t.co/XqNbRFQSva,"{'urls': [{'start': 105, 'end': 127, 'url': 'http://t.co/XqNbRFQSva', 'expanded_url': 'http://m.techcrunch.com/2013/08/03/effects-of-patent-troll-legislation-on-startups/?ncid=tcdaily', 'display_url': 'm.techcrunch.com/2013/08/03/eff…'}]}",364065514324103168,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}"
2086,,2013-07-30T20:37:50.000Z,My presentation at Khosla Ventures' CEO Summit on new sales and distribution models. http://t.co/HrMwUQJ0jn,"{'annotations': [{'start': 19, 'end': 45, 'probability': 0.596, 'type': 'Organization', 'normalized_text': ""Khosla Ventures' CEO Summit""}], 'urls': [{'start': 85, 'end': 107, 'url': 'http://t.co/HrMwUQJ0jn', 'expanded_url': 'http://www.khoslaventures.com/new-sales-models/', 'display_url': 'khoslaventures.com/new-sales-mode…'}]}",362311090895466496,"{'retweet_count': 25, 'reply_count': 4, 'like_count': 41, 'quote_count': 0}"
